Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Lukito R.B., Lukito C., Arifin D.","56521667900;56521612900;56521407900;","Implementation techniques of search engine optimization in marketing strategies through the internet",2015,"Journal of Computer Science","11","1",,"1","6",,1,"10.3844/jcssp.2015.1.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923070856&doi=10.3844%2fjcssp.2015.1.6&partnerID=40&md5=7e81469539ce00a75a7c9e8ca5288778","School of Computer Science, Bina Nusantara University, Jakarta, Indonesia","Lukito, R.B., School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Lukito, C., School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Arifin, D., School of Computer Science, Bina Nusantara University, Jakarta, Indonesia","The number of internet users around the world continue to grow and will continue to grow along with advances in communications technology. Communication technology which is now headed to the fourth generation (better known as 4G), allowing access into the rapidly growing information technology. Marketing media products and services not just print and electronic media. Nowadays marketing is also using the internet. Internet media is a choice for sellers of goods and services to increase sales. To make a website visited by many internet users are not just build a good interface only. Web sites that serve as a medium of marketing must be built with the correct rules, so this website can be optimized as a marketing media. The good rules in building website as a marketing media is how the content of the website indexed in search engines like google. Why is google, because 83% Internet users around the world using Google as its search engine. Search engine optimization, better known as Search Engine Optimization (SEO) is an important rule in order to more easily search the internet site with keywords penggguna we want. © 2015 The Rony Baskoro Lukito, Cahya Lukito and Deddy Arifin.","Google; Internet; Internet marketing; Search engine; Search engine optimization; SEO",,,,,,"Blythe, J., (2005) Essentials of Marketin 1st Edn., Pearson Education Limited, England. Evans, M.P., 2007. Analysing Google rankings through search engine optimization data. Internet Res., 23, pp. 21-37; Farahmand, M., Sultan, A.B., Murad, M.A., Sidi, F., (2011) Optimizing title and meta tags based on distribution of keywords; lexical and semantic approaches J. Comput. Sci., 7, pp. 1359-1362; (2010) Search Engine Optimization Starter Guide, , GI. Google Inc; Ieong, S., Mishra, N., Sadikov, E., Li, Z., Domain bias in web search. Proceedings of the fifth ACM international conference on Web search and data mining (2012), pp. 413-422. , Feb. 08-12, ACM New York; Jones, A., Malczyk, A., Beneke, J., (2011) Internet Marketing, , 1st Edn., GetSmarter; (2012) Profil Pengguna Internet Indonesia, , MarkPlus. 1st Edn., Jakarta: APJII; Mirzaei, H., Jaryani, E., Aghaei, M., Salehi, M., Saeidinia, M., (2012) Differences of ""traditional marketing. Proceeidngs of the International Conference on Economics, opposition to ""Electronic, pp. 231-234. , Business and Marketing Management, (MM 12), IACSIT Press, Singapore; Price, G., Sherman, C., (2001) The Invisible Web, , 1st Edn., Cyberage Books, Medford; Purcell, K., Brenner, J., Rainie, L., (2012) Search engine use 2012, , Proceedings of the A Project of the Pew Research Center, (PRC' 12), Pew Research Center's Internet and American Life Project, Washington, D.C; (2011), Domain Names Opportunities and Applications for Marketing Online. SEDO","Lukito, R.B.; School of Computer Science, Bina Nusantara UniversityIndonesia",,,"Science Publications",,,,,15493636,,,,"English","J. Comput. Sci.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-84923070856
