Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Santy, Hardiyanti V.P.M.","55990244300;57211271387;","Consumer Preferences for the e-CRM Interface of an Indonesian Venture Capital Firm",2019,"Proceedings of 2019 International Conference on Information Management and Technology, ICIMTech 2019",,, 8843771,"383","388",,,"10.1109/ICIMTech.2019.8843771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073220762&doi=10.1109%2fICIMTech.2019.8843771&partnerID=40&md5=bbbce6803dff9adbb369899d5a019812","Information Systems Department, Bina Nusantara University, Jakarta, 11480, Indonesia","Santy, Information Systems Department, Bina Nusantara University, Jakarta, 11480, Indonesia; Hardiyanti, V.P.M., Information Systems Department, Bina Nusantara University, Jakarta, 11480, Indonesia","This paper aims to analyze Consumer Preferences for the e-CRM Interface of an Indonesian Venture Capital Firm and to give recommendations on user interface for venture capital firm who would like to develop their eCRM. Data and information were gathered by performing interview and questionnaire to 91 customers of the Indonesian venture capital firm. Conjoint analysis was used to explore the output elements of the 7C Framework which resulted on the customer preferences towards the e-CRM interface. This paper recommends a framework for Consumer Preferences for the eCRM Interface of an Indonesian Venture Capital Firm. A survey on a for the website interface of Venture Capital Firm is rarely conducted in Indonesia; therefore, this result will be beneficial for developing Indonesian Venture Capital Firm websites. © 2019 IEEE.","consumer preference; e-CRM; interface; venture capital firm","Information management; Interfaces (materials); Surveys; User interfaces; Websites; Conjoint analysis; Consumer preferences; Customer preferences; Data and information; Indonesia; Venture capital firms; Website interfaces; Investments",,,,,"Dhillon, R., Kaur, S., Review paper on e-business & crm (2012) International Journal of Computing & Business Research, Proceedings of 'I Society 2012; Prasetya, F.N., Gautama, I., Effect of e-marketing and e-crm on marketing communication e-loyalty website (2014) Binus Business Review Journal, 5 (1), p. 9. , http://library.binus.ac.id/eColls/eJournal/2_MNidris%20Gautama_dimz_OK.pdf, (accessed 12 February 2019); O'Brien, J.A., Marakas, G., (2014) Management Information Systems, , (10th edition). New York : McGraw-Hill; Mogharabi, V., Akbarabadi, L., Mirnezhad, R., Kariznoee, A., Examining the role of E-CRM on attracting customers in internet marketing (2014) Interdisciplinary Journal of Contemporary Research in Business, 5 (10), p. 252. , http://journalarchieves36.webs.com/252-260feb14.pdf, (accessed 12 February 2019); Chaffey, D., (2011) E-Business and E-Commerce Management Strategy Implementation and Practice, , (5th edition) England : Pearson Education Limited; Turban, E., King, D., Liang, (2010) Electronic Commerce 2010 : A Managerial Perspective, , (12th edition) New Jersey : Pearson Prentice Hall; Aryanto, R., Trinasari, H., So, I., Sarjono, H., Customer interface preferences to ecotourism destination website (2014) Advanced Material Research, 905, pp. 706-710; Zamzami, I., Mahmud, M., Mobile interface for mgovernmentservices : A framework for information quality evaluation (2012) International Journal of Scientific Engineering Research, 3 (8), pp. 39-43; Santoso, S., (2014) Multivariate Analysis, , Jakarta : Elex Komputindo; Kim, H., Chen, J., Kim, E., Agogino, A., Scenario-based conjoint analysis: Measuring preferences for user experiences in early stage design ASME 2017, 7, p. V007T06A0",,,"BINUS University;IEEE Indonesia Section","Institute of Electrical and Electronics Engineers Inc.","4th International Conference on Information Management and Technology, ICIMTech 2019","19 August 2019 through 20 August 2019",,152147,,9781728133331,,,"English","Proc. Int. Conf. Inf. Manag. Technol., ICIMTech",Conference Paper,"Final","",Scopus,2-s2.0-85073220762
