Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Chandra Y.U., Karya S., Hendrawaty M.","57193867368;57192392618;57210461751;","Decision support systems for customer to buy products with an integration of reviews and comments from marketplace e-commerce sites in Indonesia: A proposed model",2019,"International Journal on Advanced Science, Engineering and Information Technology","9","4",,"1171","1176",,1,"10.18517/ijaseit.9.4.6505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070795926&doi=10.18517%2fijaseit.9.4.6505&partnerID=40&md5=53f7ef38c56b521f2a5b8163e67292e0","Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia","Chandra, Y.U., Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Karya, S., Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Hendrawaty, M., Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia","Human has the need to shop. People are beginning to change the lifestyles of shopping by making purchases on e-commerce sites online. This makes companies offer their products not only in the market or shopping center but also through the e-commerce site. With e-commerce sites, people as potential buyers and regular customers will have many variations of products to purchase. They can shop anywhere and anytime by using an e-commerce site. Marketplace e-commerce sites have been equipped with reviews and comments from every expert and buyer who has purchased the product on the marketplace e-commerce site. The problems that occur are with the large number of products and merchants who can sell the same product, making potential buyers need more time in choosing the right product. They also need to see the review to choose the merchant that provides satisfactory service. The research question is whether the Decision Support System Model equipped with integrated review and comment can assist the customer to choose merchant with their expected product on marketplace e-commerce sites? The result for this model is customer can convenience to choose best merchant to shop in marketplace e-commerce site. This research is conducted by using qualitative research. © 2019, Insight Society.","Comment; Decision support system; E-commerce; Marketplace; Model; Review",,,,,,"""Debenhams dan Lotus Tutup, MAP Kembangkan Toko Online."" https://finance.detik.com/berita-ekonomibisnis/3701031/debenhams-dan-lotus-tutup-map-kembangkan-tokoonline, [Online] [Accessed: 29-Jan-2018]; Ha, S.H., Bae, S.Y., Son, L.K., Impact of online consumer reviews on product sales: Quantitative analysis of the source effect (2015) Appl. Math. Inf. Sci, 9 (2), pp. 373-387; Constantinides, E., Influencing the online consumer's behavior: the Web experience (2004) Internet Res, 14 (2), pp. 111-126; Diao, Y., He, Y., Yuan, Y., Framework for Understanding the Business Model of Social Commerce (2016) Int. J. Manag. Sci, 2 (6), pp. 112-118; Perkins, B., Fenech, C., Deloitte Consumer Review: The growing power of consumers (2014), pp. 1-16; Chen, Q., Zhang, N., Does e-commerce provide a sustained competitive advantage? An investigation of survival and sustainability in growth-oriented enterprises (2015) Sustain, 7 (2), pp. 1411-1428; Corbitt, B.J., Thanasankit, T., Yi, H., Trust and e-commerce: A study of consumer perceptions (2003) Electron. Commer. Res. Appl, 2 (3), pp. 203-215; Epstein, R., The Truth about Online Consumers (2009) Sci. Am. Mind, 20 (3), pp. 54-61; Norcini, J., The power of feedback (2010) Med. Educ, 44 (1), pp. 16-17; Panagopoulos, A., Koutrouli, E., Tsalgatidou, A., Modeling and Evaluating a Robust Feedback-Based Reputation System for ECommerce Platforms (2017) ACM Trans. Web, 11 (3), pp. 1-55; Vargas-hernández, J.G., Strategies for the Adoption of Ecommerce (2015), 3 (4); Shen, B., Han, X., Factors Affecting Customer Experience in Mobile Social Commerce: A Conceptual Model (2016), pp. 177-182; Upadhayaya, A., Electronic Commerce and E-wallet (2012), 1, pp. 37-41. , March; Guo, X., López, A., Mobile Decision Support System Usage in Organizations (2013) Proc. Ninet. Am. Conf. Inf. Syst, pp. 1-7. , Chicago, Illinois, August 15-17 2013; Ngai, E.W.T., Gunasekaran, A., Mobile commerce: Strategies, technologies, and applications (2007) Decis. Support Syst, 43 (1), pp. 1-2; Li, X., Liu, J., Zhang, F., Different effects of provider recommendations and consumer reviews on consumers' shopping efficiency for different product types (2016) in 2016 13th International Conference on Service Systems and Service Management (ICSSSM), pp. 1-6; Gao, S., Mobile decision support systems research: A literature analysis (2013) J. Decis. Syst, 22 (1), pp. 10-27; Haghighi, P.D., The new era of mobile decision support systems (2013) J. Decis. Syst, 22 (1), pp. 1-3; Zhang, K.Z., Benyoucef, M., Consumer behavior in social commerce: A literature review (2016) Decis. Support Syst, 86, pp. 95-108. , April; Mudambi, S.M., Schuff, D., What Makes a Helpful Online Review? A Study of Customer Reviews on Amazon.com (2010) MIS Q, 34 (1), pp. 185-200",,,,"Insight Society",,,,,20885334,,,,"English","Int. J. Adv. Sci. Eng. Inf. Technol.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85070795926
