Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Limanto A., Khwarizma A.F., Imelda, Rumagit R.Y., Pietono V.P., Halim Y., Liawatimena S.","57200213774;57200215672;57200216473;57200214667;57200212134;57200211862;48761523700;","A study of Information Technology Infrastructure Library (ITIL) framework implementation at the various business field in Indonesia",2017,"2017 5th International Conference on Cyber and IT Service Management, CITSM 2017",,, 8089244,"","",,5,"10.1109/CITSM.2017.8089244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040229440&doi=10.1109%2fCITSM.2017.8089244&partnerID=40&md5=43f74157617371564e1195c76a9dc277","Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia","Limanto, A., Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia; Khwarizma, A.F., Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia; Imelda, Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia; Rumagit, R.Y., Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia; Pietono, V.P., Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia; Halim, Y., Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia; Liawatimena, S., Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Kebun Jeruk Raya No 27, Kemanggisan/ Palmerah, Jakarta, 11480, Indonesia","Information Technology (IT) grows very rapidly and affects the success of a business life of the organization. Many organizations has implemented a computer-based service at their business process. IT Infrastructure is used to support the computerized business process that means its need to be managed as services. Therefore, for giving more value for the IT Services, organization need to apply an IT Services Management (ITSM). In Indonesia, a lot of organization has implemented a framework that can manage the IT Infrastructure, namely IT Infrastructure Library (ITIL). This framework is a best practice for ITSM that mean ITIL is not a standard of ITSM but a best, good and common practice that was successfully implemented at a large number of the organization. Through this paper, the authors want to explain how the implementation of ITIL Framework in Indonesia and identify the impact of implementation of ITIL Framework at the organization that has implemented this framework in Indonesia. © 2017 IEEE.","IT Services; ITIL; ITSM","Business Process; Computer based services; Information technology infrastructure library (ITIL); It infrastructure libraries; IT infrastructures; IT services; ITIL; ITSM; Management science",,,,,"Brewster, E., Griffiths, R., Lawes, A., Sansbury, J., (2012) IT Service Management A Guide for ITIL Foundation Exam Candidates, , Swindon: BCS, The Chartered Institute for IT; Cartlidge, A., Rudd, C., Smith, M., Wigzel, P., Rance, S., Shaw, S., Wright, T., (2012) An Introductory Overview of ITIL, , London: Stationery Office; Prasetyo, A.A., (2016) Penerapan Service Request Management Dengan Pendekatan ITIL v3 Pada PT, , Gudang Garam Tbk. Master Thesis, Binus University, Jakarta; Sari, Y.N., Effendi, M.J., Evaluasi penerapan teknologi informasi pada stie-amik lembah dempo pagaralam menggunakan framework information technology infrastructure library (itil versi 3) (2014) Seminar Nasional Teknologi Informasi Dan Multimedia, , STMIK AMIKOM Yogyakarta, Indonesia; Putera, D.S., Wibisono, A., Hotama, S.I., Analisis dan perancangan aplikasi basis data change management berbasis information technology infrastrucutre library (itil) pada pt (2009) Lufthansa Systems Indonesia, , Master Thesis, Binus University, Jakarta; Rahmatina, O.N., (2014) Implementasi Service Level Management Pada Departement IT PT Telkomsel Menggunakan ITIL V3, , Master Thesis, Bina Nusantara University, Jakarta",,,"","Institute of Electrical and Electronics Engineers Inc.","5th International Conference on Cyber and IT Service Management, CITSM 2017","8 August 2017 through 10 August 2017",,131956,,9781538627372,,,"English","Int. Conf. Cyber IT Serv. Manag., CITSM",Conference Paper,"Final","",Scopus,2-s2.0-85040229440
