Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Nursanti T.D., Chrisnaputra R.","56820132600;56940867700;","Level of employee performance in the culinary industry that affect the development of creative industry in indonesian economy: A story of local food gado–gado boplo, Jakarta, Indonesia",2015,"Advanced Science Letters","21","5",,"1302","1306",,,"10.1166/asl.2015.6009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946055475&doi=10.1166%2fasl.2015.6009&partnerID=40&md5=4ff43b5a7e83b81acd579cf189282679","University of Bina Nusantara, Jl. K. H Syahdan No. 9, Kemanggisan, Palmerah, Jakarta Barat, 11480, Indonesia","Nursanti, T.D., University of Bina Nusantara, Jl. K. H Syahdan No. 9, Kemanggisan, Palmerah, Jakarta Barat, 11480, Indonesia; Chrisnaputra, R., University of Bina Nusantara, Jl. K. H Syahdan No. 9, Kemanggisan, Palmerah, Jakarta Barat, 11480, Indonesia","In the era of creative economy initiated by the government of Indonesia recently, great impetus was given to the public for intensifying activities in particular matters related to cultural entrepreneurship. However, in order to be acceptable to a wider range of society, the output of production yet the consistency of service level offerred become very important. Therefore, it is a necessary to have the workforce that meets the minimum requirements to be educated as a skilled workforce so that they can achieve good performance. The objectives of this research are to find out whether employee development has moderating effect on the relationship between performance appraisal and job performance. The data gathered from 51 employees of Gado–Gado Boplo as respondents. This research used qualitative and quantitative analysis to give more explanation about the variables related for the analysis. The result showed that there is a positive correlation and significant effect of employee development on the relationship between performance appraisal and job performance, which have the same direction of relationship Employee development moderates the relationship between performance appraisal and job performance. Meanwhile the coefficients value from the variable employee development shows a positive number, which means that variable employee development has a positive significant effect in moderating the relationship between performance appraisal and job performance. © 2015 American Scientific Publishers. All rights reserved.","Employee development; Job performance; Local food; Performance appraisal",,,,,,"Boon, L.K., Fern, Y.S., Sze, C.C., Yean, O.K., Factors affecting individual job performance (2012) International Conference on Management, Economics and Finance; Byars, L.L., Rue, L.W., (2006) Human Resource Management, , McGraw-Hill/Irwin, New York; Hameed, A., Waheed, A., (2011) Employee Development and Its Affect on Employee Performance: A Conceptual Framework, 2, p. 13; Ishaq, M.H., Iqbal, M.Z., Zaheer, A., (2009) European Journal of Social Science, 10, p. 3; Martin, C.E., Witter, L., Social or Cultural Entrepreneurship: An Argument for a New Distinction (2011) Stanford Social Innovation Review, , http://www.ssireview.org/blog/entry/social_or_cultural_entrepreneurship_an_argument_for_a_new_distinction, retrieved on November 21, 2014; Mathis, R.L., Jackson, J.H., (2003) Human Resource Management, Ohio, , United States of America, South Western; Noe, H., Gerhart, W., (2008) Human Resource Management, Gaining a Competitive Advantagem, , McGraw-Hill, New York; Ochoti, G.N., Maronga, E., Muathe, S., Nyabwanga, R.N., Ronoh, K.P., (2012) International Journal of Business and Social Science, 3, p. 20; Rahman, W., (2012) Shah, Business and Management Review, p. 2; Snell, S.A., Bohlander, G.W., (2004) Principles of Human Resources Management, , Cengage Learning, South Western; (2008), Tremblay and Genevieve, Cultural Entrepreneurs, Cultures and Globalization: The Cultural Economy, edited by K. H. Anheier and R. I. Yudhishthir, Sage Publications; (2013), http://www.routledge.com/books/details/9780203117170/, Varbanova and Lidia, Strategic Management in the Arts, Routledge, London/New York; (2014), http://www.boplo.net/profile.html, Retrieved on December; (2015), http://travel.cnn.com/explorations/eat/readers-choice-worlds-50-mostdelicious-foods-012321, Retrieved on January","Nursanti, T.D.; University of Bina Nusantara, Jl. K. H Syahdan No. 9, Kemanggisan, Indonesia",,,"American Scientific Publishers",,,,,19366612,,,,"English","Adv. Sci. Lett.",Article,"Final","",Scopus,2-s2.0-84946055475
