Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Setiawan M.A., Retnowardhani A.","57219417409;55577317400;","Design of it balanced scorecard in pt. Putra mulia telecommunication to support of information system and technology infrastructure development",2020,"International Journal of Advanced Trends in Computer Science and Engineering","9","5",,"8191","8196",,,"10.30534/ijatcse/2020/183952020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092627783&doi=10.30534%2fijatcse%2f2020%2f183952020&partnerID=40&md5=68afaf7964ba6b2c4a312608f80ecce9","Information Systems Management Department, Bina Nusantara University, Jakarta, 11480, Indonesia","Setiawan, M.A., Information Systems Management Department, Bina Nusantara University, Jakarta, 11480, Indonesia; Retnowardhani, A., Information Systems Management Department, Bina Nusantara University, Jakarta, 11480, Indonesia","This research was conducted in PT. Putra Mulia Telecommunication (PMT) as a telecommunication service provider company in Indonesia that has been implementing the business since 2011. In this research, authors tried to design Information Technology Balanced Scorecard (IT BSC) to ensure all existing problem in business strategic and operational level can be gradually solved by involving Information System and Technology (IST) infrastructure that currently has been developed by PMT Management Team. Some of the current operational and performance data from internal and customer that is related to the issues will be strongly used for this research to explore the detail of problem that need to be solved. Authors put all the detail problem into the framework on each stage of the IT BSC perspective. By using IT BSC, authors can summarize the corrective actions that can be taken by management support. At the final part of this research, authors will share the conclusions and suggestions to PMT management for the IST infrastructure that need to be developed continuously in order to maintain for the sustainability of PMT current business. © 2020, World Academy of Research in Science and Engineering. All rights reserved.","Corrective action; Information system and technology (IST); IT balanced scorecard (IT BSC); Sustainability",,,,,,"Wang, G., Gunawan, V. A., Success Factors Influencing Consumers’ Willingness to Purchase Brand Advertised Through Mobile Phone in Indonesia (2019) IJATCSE, 8 (5), pp. 2581-2585. , https://doi.org/10.30534/ijatcse/2019/108852019, September October 2019; (2020) Business Progress 2020 and Business Plan 2020, , PT. Putra Mulia Telecommunication; (2017) Operational Management Department Presentation for Business Development Group Workshop, , PT. Putra Mulia Telecommunication; (2002) Mckinsey Global Investor Opinion On Corporate Governance, , McKinsey & co; Van Grembergen, W., Saull, R., De Haes, S., (2003) Linking the IT Balanced Scorecard to the Business Objectives at a Major Canadian Financial; Venkatraman, N., (1999) Valuing the IS contribution to the business, , Computer Sciences Corporation; Keyes, Jessica, (2005) Implementing The IT Balanced Scorecard: Aligning IT with Corporate Strategy, , Boca Raton FL: Auerbach Publication; Martinsons, M. G., Westwood, R. I., Management Information Systems in the Chinese Business Culture: An Explanatory Theory (1997) Information & Management, 32; Byun, S, Gateway-based Resource Control for Reliable IoT Environments (2019) IJATCSE, 8 (5), pp. 1881-1885. , https://doi.org/10.30534/ijatcse/2019/11852019, September October 2019",,,,"World Academy of Research in Science and Engineering",,,,,22783091,,,,"English","Int. J. Adv. Trends Comput. Sci. Eng.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85092627783
