Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Panindriya V., Ashari J., Alessandra C., Hidajat M.","57203058621;57203064916;57203066525;56841492400;","Development of criminal spot mapping mobile application for travelling security",2018,"Proceedings of 2017 International Conference on Information Management and Technology, ICIMTech 2017","2018-January",,,"220","225",,,"10.1109/ICIMTech.2017.8273541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050399483&doi=10.1109%2fICIMTech.2017.8273541&partnerID=40&md5=2a7c23d4297276262a32c6a6a12f927c","Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia","Panindriya, V., Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Ashari, J., Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Alessandra, C., Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Hidajat, M., Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia","Crime in the streets in Indonesia is a very serious problem and has become a great concern for the Government. Evert year the crime rate is increasing. One of the method to reduce it is by increase community awareness and increase response time of crime detection. The research objective is to develop an android-based application to monitor the safety of its user while traveling. With this application, user's inner circle can monitor their trip location and status therefore increasing the cautiousness. In addition, user can also find crime spots that will be passed while doing trips and share information to other users about crime spots. The methodology used in this application is data collection method, literature studies, and through questionnaires. The method used to develop the program is Scrum. The result of the development is an android-based application. The conclusions of this development are the application is expected to increase community awareness and to reduce the crime rate in Indonesia. © 2017 IEEE.","criminal; mobile; security; software","Android (operating system); Computer software; Information management; Mobile security; Surveys; Crime detection; criminal; Data collection method; Literature studies; mobile; Mobile applications; Research objectives; security; Crime",,,,,"(2016) Android, the World's Most Popular Mobile Platform (Online), , https://developer.android.com/about/android.html, Android, diakses 9 Agustus 2016 dari; (2014) Profil Pengguna Internet Indonesia 2014, , Asosiasi Penyelenggara Jasa Internet Indonesia, Jakarta: Puskakom UI; (2016) Survei Internet APJII 2016, , Asosiasi Penyelenggara Jasa Internet Indonesia, Jakarta: Tim Polling Indonesia; (2010) Indonesia (Online), Diakses 8 Agustus 2016 Dari, , http://sp2010.bps.go.id/index.php/site?id=0000000000&wilayah=Indonesia, Badan Pusat Statistik; (2010) Proyeksi Penduduk Indonesia Berdasarkan Hasil Sensus Penduduk (Online), , http://sp2010.bps.go.id/index.php/site?id=0000000000&wilayah=Indonesia, Badan Pusat Statistik, diakses 8 Agustus 2016 dari; (2016) Jumlah Penduduk Dan Laju Pertumbuhan Penduduk Menurut Kabupaten/Kota di Provinsi DKI Jakarta (Online), , https://jakarta.bps.go.id/linkTabelStatis/view/id/136, Badan Pusat Statistik Provinsi DKI Jakarta, diakses 8 Agustus 2016 dari; Jonathan, C., Shin, M., (2011) Essentials to Geographic Information Systems, , North America: Flat World Knowledge; Fahrurozi, N., (2017) Bos Rumah Makan Diduga Lecehkan Karyawannya (Online), , https://daerah.sindonews.com/read/1169483/174/bos-rumah-makandiduga-lecehkan-karyawannya-1483978956, diakses 11 Januari 2017 dari; (2016) Indonesia Is the 3rd-Largest Smartphone Market in the Asia Pacific (Online), , http://www.indonesia-investments.com/news/todaysheadlines/indonesia-is-the-3rd-largest-smartphone-market-in-the-asiapacific/item6777, Indonesia Investments, diakses 8 Agustus 2016 dari; Perempuan, K., (2015) Kekerasan Terhadap Perempuan: Negara Seperti Putus Impunitas Pelaku (Online), , http://www.komnasperempuan.go.id/wpcontent/uploads/2015/03/Lembar-Fakta-Catatan-Tahunan-CATAHUKomnas-Perempuan-Tahun-2014.pdf, diakses 9 Agustus 2016 dari; Perempuan, K., (2016) Kekerasan Terhadap Perempuan Meluas: Negara Urgen Hadir Hentikan Kekerasan Terhadap Perempuan di Ranah Domestik, Komunitas, Dan Negara (Online), , http://www.komnasperempuan.go.id/wpcontent/uploads/2016/03/KOMNAS-PEREMPUAN-CATATANTAHUNAN-2016edisi-Launching-7-Maret-2016.pdf, diakses 9 Agustus 2016 dari; (2016) MyCity (Online), , https://mycity.qlue.id/, Qlue, diakses 9 Agustus 2016 dari; Rubin, K.S., (2012) Essential Scrum: A Practical Guide to the Most Popular Agile Process, , US Pearson Education",,,"","Institute of Electrical and Electronics Engineers Inc.","2nd International Conference on Information Management and Technology, ICIMTech 2017","15 November 2017 through 17 November 2017",,134470,,9781538629307,,,"English","Proc. Int. Conf. Inf. Manag. Technol., ICIMTech",Conference Paper,"Final","",Scopus,2-s2.0-85050399483
