Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Indrawan A., Stevens G., Brianto G.M., Gaol F.L., Oktavia T.","57217089661;57217089389;57217088994;24536664300;56049242500;","Legal Protection of Copyright on Copyrighted Content Downloaded Through the Internet",2020,"ACM International Conference Proceeding Series",,,,"97","101",,,"10.1145/3385209.3385228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086142091&doi=10.1145%2f3385209.3385228&partnerID=40&md5=2802b7c3cfb919f417325161a8b6264f","Mobile Application and Technology-School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, BINUS Program-Doctor of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Information Systems Program-School of Information Systems Bina Nusantara University, Jakarta, Indonesia","Indrawan, A., Mobile Application and Technology-School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Stevens, G., Mobile Application and Technology-School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Brianto, G.M., Mobile Application and Technology-School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Gaol, F.L., Computer Science Department, BINUS Program-Doctor of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Oktavia, T., Information Systems Program-School of Information Systems Bina Nusantara University, Jakarta, Indonesia","The development of the internet made new problems within the scope of copyright. The internet is used to download copyrighted content and use it without permission from the creators. The legal protection of copyright the creators of content downloaded through the internet done in a way that the administration, through the instrument of criminal law and civil lawsuit. Legal efforts to protect the copyright of songwriters downloaded via the internet are carried out in several ways, namely the Ministry of Information and Technology to play an active role in blocking sites that provide free song download facilities and prepare human resources in the field of investigation such as from the National Police The Republic of Indonesia as well as Civil Servants and other Investigators such as prosecutors and judges who have the ability and knowledge in the field of IPR as well as the role of the Copyright Council to provide knowledge of the importance of IPR. © 2020 ACM.","Copyright; Internet; Legal protection","Computer applications; Computer programming; Blocking sites; Civil lawsuits; Civil servants; Criminal laws; Indonesia; Information and technologies; Legal protection; Copyrights",,,,,"Nehaluddin, A., (2009) Copyright Protection in Cyberspace: A Critical Study with Reference to Electronic Copyright Management Systems (ECMS); Peter, F., (2015) Intellectual Property and Copyright Law in A Digital Age; Nwosu Isochukwu, M., (2016) Copyright Protection: The Legal and Sophisticated Response in the Digital Age; Jansen, M., (2005) The Protection of Copyright Works on the Internet-An Overview; Brian, F., Copyright Law (2008) Digital Content and the Internet Asia-Pacific; Long, D.E., (2013) Protecting Copyright in the Digital Environment: Suggested Amendments to the 2005 Civil Code (Vietnam) to Clarify the Boundary between Protection and Access; Frederick Oduol, O., (2011) The Internet and Copyright Protection: Are We Producing Global Generation of Copyright Criminal; Fareed Ahmad, R., Iftikhar Hussian, B., (2013) Copyright Protection in Digital Environment: Emerging Issues; Flanagan, A., Maniatis, S.M., (2008) Intellectual Property on the Internet; Kolisnykova Hanna, V., Lekhar Oksana, V., (2018) Copyright Protection on Youtube and Instagram; Rajendra, K., Latha, R., (2001) Copyright Protection in the Internet: An Indian Perspective; Kate, A., (2012) Copyright Challenges and Solutions; Sengupta Shantashree, S., (2015) Copyright Infringement & Plagiarism: Are They Really Two Side of Coin?",,,,"Association for Computing Machinery","5th International Conference on Intelligent Information Technology, ICIIT 2020","19 February 2020 through 22 February 2020",,160672,,9781450376594,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final","",Scopus,2-s2.0-85086142091
