Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Putra R.R., Johan M.E., Kaburuan E.R.","57212388028;57211794641;55585574600;","A naïve bayes sentiment analysis for fintech mobile application user review in Indonesia",2019,"International Journal of Advanced Trends in Computer Science and Engineering","8","5",,"1856","1860",,10,"10.30534/ijatcse/2019/07852019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076557726&doi=10.30534%2fijatcse%2f2019%2f07852019&partnerID=40&md5=96a88d79dbd1bc09f90fcfcc63684d6a","Information System Management, Binus University, Indonesia","Putra, R.R., Information System Management, Binus University, Indonesia; Johan, M.E., Information System Management, Binus University, Indonesia; Kaburuan, E.R., Information System Management, Binus University, Indonesia","The growth of Fintech industries in Indonesia, as the 5th most internet users in the world, is tremendous, with a predicted of 16,3% year on year user growth and a total of $176,75 Million USD in investment on Fintech Startup it has become one of the biggest potential market in the world. Therefore, with this fast-growing market, Fintech Companies need to know their user opinion in Realtime in order to face their competitor on the market. Existing user review on Application Store already existed but there are no classification based on the subject of the review, because it only focus on the application not on the business level, therefore there are in need of a sentiment analysis to classify a user review based on the subject, in this paper we do a sentiment analysis using Naïve Bayes algorithm in Bahasa Indonesia and in English, while also seeing the significance of data cleansing on the data, the resulted accuracy of the test in this paper between the analysis is 78% for English and Bahasa, and 75% for Bahasa Only. © 2019, World Academy of Research in Science and Engineering. All rights reserved.","Fintech; Machine learning; Mobile application; Naïve Bayes; Sentiment analysis; Text mining",,,,,,"(2019) Fintech in Indonesia, , Statista, Statista; Keuangan, O.J., Penyelenggara Fintech Terdaftar dan Berizin di OJK per 31 Mei (2019) Otoritas Jasa Keuangan, , https://www.ojk.go.id, May; Some Studies in Machine Learning Using the Game of Checkers (1959) IBM; Bishop, C.M., (2006) Pattern Recognition and Machine Learning, , Springer; Singla, Z., Randhawa, S., Jain, S., Sentiment analysis of customer product reviews using machine learning (2017) International Conference on Intelligent Computing and Control (I2C2), , https://doi.org/10.1109/I2C2.2017.8321910; Lin, T.C.W., Infinite Financial Intermediation (2015) 50 Wake Forest Law Review, 643; Samuel, A., Automated Design of Both the Topology and Sizing of Analog Electrical Circuits Using Genetic Programming (1996) Artificial Intelligence in Design; Friedman, J.H., Data Mining and Statistics: What's the connection? Computing Science and Statistics; Priyanka Thakur, D.R.S., A Review on Text Based Emotion Recognition System (2018) International Journal of Advanced Trends in Computer Science and Engineerin, 7, pp. 67-71. , https://doi.org/10.30534/ijatcse/2018/01752018; Sentiment Analysis for Helpful Reviews Prediction (2018) International Journal of Advanced Trends in Computer Science and Engineering, 7, pp. 34-40. , https://doi.org/10.30534/ijatcse/2018/02732018; Calikus, E., (2015) Mobile App Analytics & Sentiment Analysis of Customer Reviews; Akaichi, H., Text mining facebook status updates for sentiment classification (2013) 17Th International Conference on System Theory, Control and Computing (ICSTCC); Vijayarani, N.M., Preprocessing techniques for text mining-an overview (2015) International Journal of Computer Science & Communication Networks; (2018) Fintech Indonesia Report 2018 – the State of Play for Fintech Indonesia, , http://fintechnews.sg/20712/indonesia/fintech-indonesia-report-2018/; Ruli Manurung, F., (2008) Machine Learning-Based Sentiment Analysis of Automatic Indonesian; Powers, D.M.W., Evaluation: From Precision, Recall and F-Factor to ROC, Informedness, Markedness & Correlation (2011) Journal of Machine Learning Technologies",,,,"World Academy of Research in Science and Engineering",,,,,22783091,,,,"English","Int. J. Adv. Trends Comput. Sci. Eng.",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85076557726
