Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hendrawan A., Nahdiah S.","57210893097;57210890880;","Personal branding analysis of food blogger cindy lulaby through instagram social media",2019,"International Journal of Scientific and Technology Research","8","8",,"164","168",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071775594&partnerID=40&md5=02a02eac91daa8bba572aa9a5fae7a07","Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","Hendrawan, A., Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Nahdiah, S., Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","This study is proposed to determine the strategy of @cnlulaby as a food blogger in building personal branding through social media Instagram. The type of research used in this study is a qualitative method with a descriptive approach. This research shows that personal branding performed by @cnlulaby through social media Instagram using special strategies applied from some personal branding concept that is personality, leadership, specialization, persistence and goodwill. Therefore, through social media Instagram, personal branding created by @cnlulaby has formed a positive perspective on her. © 2019, International Journal of Scientific and Technology Research. All rights reserved.","Food Blogger; Personal Branding; Social Media Instagram; Strategies",,,,,,"Yusuf, O., (2017) Usuf,Ces Kompas; Widodo, M.F., “IDOD Blogger Instagram: Promotion Through Social Media,h (2017) J. Ecodemica J. Ekon. Manajemen, Dan Bisnis, 1 (1), pp. 11-20; Yates, C.W., (2013) Ates,Men Branding & E-Professionalism, , https://clutejournals.com/index.php/JSS/article/view/8240, Accessed: 28-Feb-2018; Hafiz, F.S., (2014) Af Title,- Pers. Brand, 9, pp. 24-29. , Online Platf; Haroen, D., (2014) Personal Branding: Kunci Kesuksesan Berkiprah Di Dunia Politik, , Jakarta: Gramedia; Atmoko, B.D., (2012) Instagram Handbook, , Jakarta: Media Kita; Kuncoro, M., (2009) Metode Riset Untuk Bisnis & Ekonomi, , Jakarta: Erlangga; Bungin, B., (2008) Penelitian Kualitatif, , Jakarta: Kencana Prenada Media Group; Sugiyono, S., Metode Penelitian Pendidikan (2013) Pendekatan Kuantitatif, Kualitatif, Dan R&D, , Bandung: Alfabeta; Rakhmat, J., (2009) Metode Penelitian Komunikasi, , Bandung: PT Remaja Rosdakarya)",,,,"International Journal of Scientific and Technology Research",,,,,22778616,,,,"English","Int. J. Sci. Technol. Res.",Article,"Final","",Scopus,2-s2.0-85071775594
