Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hendriana E., Pradipta I.A., Cheng W., Gunawan A., Rabiah A.S.","57194552176;57194549724;57194544776;57219707863;56450932700;","Analysis of online travel market segmentation based on behavioral intention factors with TALC model in Jakarta",2017,"Proceedings of 2016 International Conference on Information Management and Technology, ICIMTech 2016",,, 7930353,"321","324",,,"10.1109/ICIMTech.2016.7930353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020753919&doi=10.1109%2fICIMTech.2016.7930353&partnerID=40&md5=b0c8a4d29b15921d8630a9cf4080745f","Putra Business School, University of Putra Malaysia, Serdang, Selangor, Malaysia; School of Business Management, Bina Nusantara University, Jakarta, Indonesia","Hendriana, E., Putra Business School, University of Putra Malaysia, Serdang, Selangor, Malaysia; Pradipta, I.A., School of Business Management, Bina Nusantara University, Jakarta, Indonesia; Cheng, W., School of Business Management, Bina Nusantara University, Jakarta, Indonesia; Gunawan, A., School of Business Management, Bina Nusantara University, Jakarta, Indonesia; Rabiah, A.S., School of Business Management, Bina Nusantara University, Jakarta, Indonesia","The market of online travel, particularly online airline ticket, has potential to grow continuously in Indonesia. However, the pre-test results showed that the mainstream market has not had a strong behavioral intention to buy airline ticket online. This study aims to determine the factors that significantly affect consumer behavioral intention to buy airline ticket online and to know the consumer segmentation of online airline ticket according to Technology Adoption Life Cycle (TALC) model. Data were collected by distributing questionnaires to 100 respondents in Jakarta and analysed using linear regression analysis, cluster analysis, and cross-tabulation. The results showed that there were 13 factors having significant effect on consumer behavioral intention to buy airline ticket online, and had acquired 4 segments in the market of online airline ticket named Explorer, Pacemaker, Partaker, and Pursuer based on the thirteen behavioral intention factors, ages, and daily internet usage. © 2016 IEEE.","Behavioral Intention; Chasm Marketing; Online Consumer Behavior; Online Travel; Technology Adoption Life Cycle","Cluster analysis; Commerce; Information management; Life cycle; Regression analysis; Surveys; Talc; Airline tickets; Behavioral intention; Indonesia; Internet usage; Market segmentation; Online consumer behavior; Online Travel; Technology adoption; Consumer behavior",,,,,"Peter, J., Olson, J., (2010) Consumer Behavior and Marketing Strategy, , 9th ed., New York, NY: McGraw-Hill/Irwin; Metev, S.M., Veiko, V.P., (1998) Laser Assisted Microtechnology, , 2nd ed.,R. M. Osgood, Jr., Ed. Berlin, Germany: Springer-Verlag; (2013) Global B2C E-commerce Sales 2012-2018, , http//www.statista.com/statistics/261245/b2ce-commerce-sales-worldwide/, Statista; Lubis, M., (2014) Indonesian Consumers Flock Online to Purchase Products and Services, , http//www.nielsen.com/id/en/press-room/2014/indonesian-consumersflock-online-to-purchase-products-and-services.html; Lim, Y., Yap, C., Lee, T., Intention to shop online: A study of Malaysia baby boomers (2011) African Journal of Business Management, 5 (5), pp. 1711-1717; Mosavi, S., Kaveh, M., Ghaedi, M., Behavioral intention in internet shopping (2012) African Journal of Business Management, 6 (4), pp. 1515-1526; Chen, M., Lu, T., Chen, K., Liu, C., A TAM-based study on senior citizens' digital learning and user behavioral intention toward use of broadband network technology services provided via television (2011) African Journal of Business Management, 5 (16), pp. 7099-7110; Wu, W., Ke, C., An online shopping behavior model integrating personality traits, perceived risk, and technology acceptance (2015) Social Behavior and Personality: An International Journal, 43 (1), pp. 85-97; Moore, G., (2014) Crossing the Chasm, Marketing and Selling Disruptive, , 3rd ed., New York, NY: HarperCollins; Khalidi, F., (2015) BMI Prediksi Belanja Online Tumbuh 57% Tahun 2015, , http//swa.co.id/business-research/bmiresearch-pasar-belanja-online-di-tahun-2015-semakin-menarik; Schawbel, D., (2013) Geoffrey Moore: Why Crossing the Chasm Is Still Relevant, , http//www.forbes.com/sites/danschawbel/2013/12/17/geoffrey-moore-why-crossing-the-chasm-is-still-relevant/#409ebfa95a94",,,"BINUS Univerity;IEEE Indonesia Section;Wiley","Institute of Electrical and Electronics Engineers Inc.","2016 International Conference on Information Management and Technology, ICIMTech 2016","16 November 2016 through 18 November 2016",,127842,,9781509033522,,,"English","Proc. Int. Conf. Inf. Manag. Technol., ICIMTech",Conference Paper,"Final","",Scopus,2-s2.0-85020753919
