Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Surjandy, Fernando E., Meyliana, Santoso T.M., Wardhana A.K., Widjaja W., Anindra F.","57194546265;57189355900;57203859161;57213686590;57213686175;57213687739;57202399520;","Security concern of financial technology for online transportation passenger in Indonesia",2019,"2019 International Conference on Information and Communications Technology, ICOIACT 2019",,, 8938539,"70","73",,,"10.1109/ICOIACT46704.2019.8938539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077966099&doi=10.1109%2fICOIACT46704.2019.8938539&partnerID=40&md5=d4f14eac8a5da195806a06d48f01a42a","Information Systems Audit Program Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Departement of Informatics and Communication, Universitas Nasional, Jakarta, 12520, Indonesia","Surjandy, Information Systems Audit Program Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Fernando, E., Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Meyliana, Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Santoso, T.M., Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Wardhana, A.K., Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Widjaja, W., Information Systems Audit Program Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Anindra, F., Departement of Informatics and Communication, Universitas Nasional, Jakarta, 12520, Indonesia","The use of online transportation in Indonesia is growing, people feel a lot of positive benefits felt, together with the development of online transportation, the development of financial technology as a means of payment for online transportation makes passengers easier to transact. However, the development of financial technology (FinTech) is still in the development stage or not yet stable where there are still problems with transactions using financial technology such as TopUp balances, failure to pay. Therefore, this study aims to find out how security concerns passengers of usage financial technology for online transportation transaction? The research using quantitative method by using SPSS with correlation bi-variate function to see the relationship of passenger security concerns factor. The research found several significant correlations factors from 202 respondents. The factors found are very important for development of FinTech in the future. © 2019 IEEE","Online Transportation passenger; Passenger Financial Technology; Security Concern Financial Technology","Development stages; Indonesia; Online Transportation passenger; Passenger security; Quantitative method; Finance",,,,,"Gilang Puspitasari, I., Ini dia angkutan online paling populer di Indonesia | good news from Indonesia (2018) GNFI, , https://www.goodnewsfromindonesia.id/2018/02/22/inidia-angkutan-online-paling-populer-di-indonesia, Online. Available: Accessed: 05-Feb-2019; Go-Jek most popular ride-hailing app: Survey - Science & Tech - The Jakarta post (2018) The Jakarta Post, , https://www.thejakartapost.com/life/2018/02/20/indonesias-mostpopular-ride-hailing-app-survey.html, Online. Available: Accessed: 05-Feb-2019; Santhika, E., (2018) Gopay Masalah, Pengguna Gojek Disarankan Bayar Tunai, , https://www.cnnindonesia.com/teknologi/20180511163142-185297475/gopay-masalah-pengguna-gojek-disarankan-bayar-tunai, CNN Indonesia, Online. Available: Accessed: 05-Feb-2019; Santhika, E., (2018) Netizen Ribut Saldo Gopay Tak Bertambah Usai “Top up, , https://www.cnnindonesia.com/teknologi/20180511143755-185297427/netizen-ribut-saldo-gopay-tak-bertambah-usai-top-up?, CNN Indonesia, Online. Available: Accessed: 05-Feb-2019; Surjandy, E.F., Savina, G., Listyo, P., Tirtamulia, L.M., Technology risk in financial technology at online transportation systems (2018) 2018 International Conference on Information Management and Technology (ICIMTech), pp. 149-154. , December 2017; Gai, K., Qiu, M., Sun, X., A survey on FinTech (2018) J. Netw. Comput. Appl., 103, pp. 262-273; Surjandy, Julisar, Is social media used as social activities or academic activities ? (2016) 2016 International Conference on Information Management and Technolgy (ICIMTech), pp. 130-134. , November; Surjandy, Hendra, A., Chandra, Y.U., The smartphone for disseminating of fake news by the university students game player (2017) 2017 International Conference on Information Management and Technology (ICIMTech), pp. 14-18. , November; Chuang, L.-M., Liu, C.-C., Kao, H.-K., The adoption of Fintech service: TAM perspective (2016) Int. J. Manag. Adm. Sci. Int. J. Manag. Adm. Sci., 3, pp. 2225-722501. , 07; Fernando, E., Tirtamulia, L.M., (2018) User Behavior Adopt Utilizing FinTech Services on Online Transportation in Indonesia (Scale Validation and Developed Instrument), pp. 114-118. , September; Hew, J., Nizam, M., Badaruddin, B.A., Moorthy, M.K., Crafting a smartphone repurchase decision making process: Do brand attachment and gender matter? (2016) Telemat. Informatics; Surjandy, E.F., Meyliana, I.S.E., Mt, A.M.T., The Safe and Trust factors of Mobile Transportation System for user behavior in Indonesia (2018) 2018 International Seminar on Research of Information Technology and Intelligent Systems, pp. 449-452; Tri Haryanto, A., (2017) Mayoritas Pengguna Go-Jek Perempuan Single, , https://inet.detik.com/cyberlife/d-3496233/mayoritas-pengguna-gojek-perempuan-single, detik.com, Online. Available: Accessed: 17-Sep-2018; Geranio, M., Fintech in the exchange industry: Potential for disruption? (2017) Masaryk Univ. J. Law Technol., 11 (2), pp. 245-266",,,,"Institute of Electrical and Electronics Engineers Inc.","2nd International Conference on Information and Communications Technology, ICOIACT 2019","24 July 2019 through 25 July 2019",,156206,,9781728116556,,,"English","Int. Conf. Inf. Commun. Technol., ICOIACT",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85077966099
