Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Fadillah C., Syamsuddin D., Sasongko R.","57193348534;57193342101;57193344790;","The power of perspective on toys photography in one frame story",2017,"Advanced Science Letters","23","1",,"475","477",,,"10.1166/asl.2017.7227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013157726&doi=10.1166%2fasl.2017.7227&partnerID=40&md5=06ebf43eea2e6e06b485ce718fb8a428","School of Design, Bina Nusantara University, Jakarta, 11480, Indonesia","Fadillah, C., School of Design, Bina Nusantara University, Jakarta, 11480, Indonesia; Syamsuddin, D., School of Design, Bina Nusantara University, Jakarta, 11480, Indonesia; Sasongko, R., School of Design, Bina Nusantara University, Jakarta, 11480, Indonesia","Toys Photography is a phenomenon that is still prevalent today. The emergence of toys photography has many reasons including the need of stories line as a way to make the toy characters come alive, and also closely related to the world of animation that carries a lot of scenes or stories in the toy industry. The emergence of toy products is also because of film production or advertisement as a medium for distributing the film or as a hobby either from animation and photography world itself. A perspective or viewpoint is very influential for scene or visual story. Thus it require different technique and handling between photos product with normal human eye perspective and smaller objects perspective of such as characters on toy products. © 2017 American Scientific Publishers All rights reserved.","Animation character; Perspective; Toys photograph",,,,,,"Giwanda, G., (2001) Menciptakan Foto Yang Menarik, , Puspaswara tt, Jakarta; Giwanda, G., (2001) Panduan Belajar Fotografi, , Puspaswara tt, Jakarta","Fadillah, C.; School of Design, Indonesia",,,"American Scientific Publishers",,,,,19366612,,,,"English","Adv. Sci. Lett.",Article,"Final","",Scopus,2-s2.0-85013157726
