Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Pasuhuk J.A.R., Gaol F.","57204636915;24536664300;","The application of information technology in textile industry and its effects on plant performance",2018,"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti","2018-January","2",,"200","204",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056451680&partnerID=40&md5=283a29a001c68f0d1fe6f0c4af412c17","Bina Nusantara University, Vladimir State University Named after Alexander and Nikolai Stoletovs, Jakarta, Indonesia","Pasuhuk, J.A.R., Bina Nusantara University, Vladimir State University Named after Alexander and Nikolai Stoletovs, Jakarta, Indonesia; Gaol, F., Bina Nusantara University, Vladimir State University Named after Alexander and Nikolai Stoletovs, Jakarta, Indonesia","This study aims to acknowledge and understand the application of information technology in manufacturing industry, particularly in textile industry, also the influences of the information technology on textile plant performance is discusses. The information technology presented in this study is technology for supply chain and enterprise resource planning system, which can provide several advantages in manufacturing industry such as effective and efficient processes, less production cost, less production time and other strategic and operational objectives. This study explains the significant role of the information technology in textile industry based on reviews on several information technology applications in the industry. © 2018 Ivanovo State University of Chemistry and Technology. All rights reserved.","Enterprise resource planning; Information technology; Supply chain management; Textile industry",,,,,,"Srinivasan, K., Jayaraman, S., The changing role of information technology in manufacturing (1999) Omputer, 32 (3), pp. 42-49; Measuring the flexibility of information technology infrastructure: Exploratory analysis of a construct (2000) //Journal of Management Information Systems, 17 (1), pp. 167-208. , Terry Anthony Byrd D. E. T.,P; Cebeci, U., Fuzzy AHP-based decision support system for selecting ERP systems in textile industry by using balanced scorecard (2009) Expert Systems with Applications, 236 (5), p. 8900; Hodge, G.L., Enterprise resource planning in textiles (2002) Journal of Textile and Apparel, Technology and Management, 3, pp. 1-8; Drynjolfsson, E., Yang, S., Information technology and productivity: A review of the literature (1996) Advances in Computers, 243, pp. 179-214; Tao, X., (2001) Smart Fibres, Fabrics and Clothing, , Woodhead Publishing Limited; Brynjolfsson, E., Hitt, L.M., Beyond computation: Information technology, organizational transformation and business performance (2000) Journal of Economic Perspectives, pp. 23-48; Bardhan, I., Mithas, S., Lin, S., Performance impacts of strategy, information technology applications, and business process outsourcing in U.S. Manufacturing plants (2007) Production and Operation Management, 6 (6), pp. 747-762",,,,"Ivanovo State University of Chemistry and Technology",,,,,00213497,,,,"English","Izv. Vyssh. Uchebn. Zaved. Ser. Teknol. Tekst. Prom.",Article,"Final","",Scopus,2-s2.0-85056451680
