Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Adrian D., Prabowo H., Gaol F.L., Tarigan R.E.","56496661200;57210847043;24536664300;56497102500;","Revenue, market segmentation and categories of mobile applications that affect an investor's venture capital decision in mobile business applications",2014,"Information (Japan)","17","10B",,"5057","5064",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921894280&partnerID=40&md5=8ee1f48d4d43a0ea9178ffe74cb44f44","Master of Information System, Faculty of Information Technology, Bina Nusantara University, Indonesia; Bina Nusantara University, Indonesia","Adrian, D., Master of Information System, Faculty of Information Technology, Bina Nusantara University, Indonesia; Prabowo, H., Bina Nusantara University, Indonesia; Gaol, F.L., Bina Nusantara University, Indonesia; Tarigan, R.E., Bina Nusantara University, Indonesia","The development of mobile applications has mushroomed base in both the local and foreign industry. This provides a tremendous opportunity for developers. For Technopreneur as developer, including the capital to run the business into a problem that is often experienced even though they have great competence. Whereas the market share in Indonesia is very large so much to invite investors from both local and overseas to invest as venture capital. However, due to lack of knowledge about how to work together with the investors and do not know how to give the desired value and the investor market for long-term sustainable, making the developer becomes difficult to grow its business and compete with competitors. This research will seek to influence the selection of the level of revenue and market segmentation to support investment decisions in the business of mobile applications, so that the mobile application developer is able to monetize their business to attract investors to invest in venture capital. © 2014 International Information Institute.","Investment Decisions; Market Segmentation; Mobile Applications; Revenue Levels; Venture Capital",,,,,,"Von Neumann, J., Dan Morgenstern, O., (1994) Theory of Games and Economic Behaviour, , Princeton University Press; Blume, M., Portfolio theory: A step toward its practical application (1970) Journal of Business, 42, pp. 152-173. , April; Lewellen, W., Lease, R.C., Schlarbaum, Pattern of investment strategy and behavior among individual investors (1977) The Journal of Business; Van Home, J.C., (1981) Financial Management and Policy, , Fifth edition; Simamora, H., (2000) Akuntansi Basis Pengambilan Keputusan Bisnis, , Jakarta: Salemba Empat; Dan Jakfar, K., (2012) Studi Kelayakan Bisnis. Edisi Revisi, , Kencana Prenada Media Grup. Jakarta; Sutojo, S., (1993) Studi Kelayakan Proyek: Teori Dan Praktek, , PT. Pustaka Binaman Pressindo. Jakarta Pusat; (2001) Sistem Akuntansi, Edisi Ketiga, Cetakan Ketiga, , Mulyadi, Penerbit Salemba Empat, Jakarta; Lorenz, T., (1989) Venture Capital to Day; Richardson, C., (1987) The Venture Magazine: Complete Guide to Venture Capital, , American Library, NY; White, R., (1990) What is Venture Capital and Leverage Buy Out Fund Investing, , First Nasdaq institute Seminar, February, 1990; (1988) Tanggal 20 Desember 1988 Tentang Lembaga Pembiayaan, , Surat Keputusan Presiden Nomor 61 Tahun; Belkaoui, A.R., (2001) Teori Akuntansi, Diterjemahkan Oleh Marwata Dkk, , Salemba Empat, Jakarta. Harahap, Sofyan Syafri, 2001; Munandar, (1996) Pokok-Pokok Intermediate Accounting, , Yogyakarta: Liberty; Swastha, B., Handoko, (1997) Manajemen Pemasaran, Analisa Dan Perilaku Konsumen, , Yogyakarta: BPFE; Pride, W., Dan Ferrel, M.O.C., (1995) Pemasaran Teori Dan Praktek Sehari-hari, , Jakarta: Penerbit Binarupa Aksara; Kotler, P., (1995) Manajemen Pemasaran, , Jakarta. Penerbit Erlangga; Prasetyo, D., Dan Zahroh, Z.A., Farah Azizah, D., (2011) Pengaruh Keputusan Investasi Dan Keputusan Pendanaan Terhadap Nilai Perusahaan, , (Studi pada Perusahaan Sektor Properti dan Real Estate yang Terdaftar di BEI Periode Tahun 2009-2011); Dadri, P.T., (2011) Pengaruh Investment Opportunity Set Dan Struktur Modal Terhadap Return Saham Pada Perusahaan, , Farmasi di Bursa Efek Indonesia; Wijaya, L.R.P., Dan Anas Wibawa, B., (2010) Pengaruh Keputusan Investasi, Keputusan Pendanaan, , dan Kebijakan Terhadap Nilai Perusahaan; Hasanat, N.U., (1994) Apakah Wanita Lebih Depresif Daripada Pria? Laporan Penelitian (Tidak Diterbitkan), , Yogyakarta: Fakultas Psikologi Universitas Gadjah Mada; Dan Putri Dona Eka, K.R., Perbedaan kematangan emosi pada pria dan wanita yang menikah muda (2009) Proceeding PESAT (Psikologi, Ekonomi, Sastra, Arsitektur, & Sipil), 3, pp. A1-A6. , Depok: Universitas Gunadarma; Santrock . J, W., (2003) Adolescence. Perkembangan Remaja, , Edisi Keenam. Jakarta: Erlangga; Ghozali, I., Fuad, (2005) Structural Equation Modeling (Teori, Konsep Dan Aplikasi Dengan Program LISREL 8.54), , Semarang: Badan Penerbit Universitas Diponegoro; Hair, J.F., Jr., Anderson, R.E., Tatham, R.L., Black, W.C., (1998) Multivariate Data Analysis, , Fifth Edition. Prentice Hall, International, Inc",,,,"International Information Institute Ltd.",,,,,13434500,,,,"English","Information",Article,"Final","",Scopus,2-s2.0-84921894280
