Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Widuri R., Kholil M., Nurbani R.G.K., Hendri Z.Z.Z.","57191262715;57195932778;57218368355;57218374609;","The use of unified theory of acceptance and use of technology in the adoption of M-payment",2020,"Proceedings of the International Conference on Industrial Engineering and Operations Management","0","March",,"943","951",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088989736&partnerID=40&md5=5c35e03b51984c5cf973355d07be3af6","Accounting Department, Binus Graduate Program, Bina Nusantara University, Jakarta, 11480, Indonesia; Industrial Engineering, Faculty of Engineering, Universitas Mercu Buana, Jakarta, 10340, Indonesia; Accounting Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Electrical Engineering, Faculty of Engineering, Universitas Mercu Buana, Jakarta, 10340, Indonesia","Widuri, R., Accounting Department, Binus Graduate Program, Bina Nusantara University, Jakarta, 11480, Indonesia; Kholil, M., Industrial Engineering, Faculty of Engineering, Universitas Mercu Buana, Jakarta, 10340, Indonesia; Nurbani, R.G.K., Accounting Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Hendri, Z.Z.Z., Electrical Engineering, Faculty of Engineering, Universitas Mercu Buana, Jakarta, 10340, Indonesia","One of the financial technologies (FinTech) innovations used by 46% of the internet user in Indonesia is mobile payment, or m-payment. This quantitative research aims to examine the acceptance level of m-payment applications using the Unified Theory of Acceptance and Use of Technology (UTAUT). An online questionnaire was distributed among 102 respondents and processed with the software IBM SPSS Statistics 25 using a multiple linear regression model. The result shows that independent variables such as performance expectancy, effort expectancy, social influence, and facilitating conditions, significantly influence behavioral intentions of m-payment use. © IEOM Society International.","Behavioral intentions; Financial technology; M-Payment; UTAUT",,,,,,"(2019) Top 5 Mobile Payment di Indonesia 2018, , https://selular.id/2019/01/top-5-mobile-payment-di-indonesia-2018/, Januari 21. Accessed Juni 1, 2019; Abrahão, R.S., Moriguchi, S.N., Intention of adoption of mobile payment: An analysis in the light of the Unified Theory of Acceptance and Use of Technology (UTAUT) (2016) RAI Revista de Administração e Inovação, 13 (3), pp. 221-230; Agusta, J., (2018) Mobile Payments in Indonesia: Race to Big Data Domination, , https://medium.com/joshuaagusta/mobile-payments-in-indonesia-race-to-big-data-domination-e1fb23211fc4, Maret 6; Al-Qeisi, K., Dennis, C., How Viable Is the UTAUT Model in a Non-Western Context? (2015) International Business Research, pp. 204-219; Attuquayefio, S.N., Addo, H., Using the UTAUT model to analyze students' ICT adoption (2014) InternationalJournal of Education and Development using Information and Communication Technology, 10 (3), pp. 75-86; (2016) Financial Technology, , https://www.bi.go.id/id/edukasi-perlindungan-konsumen/edukasi/produk-dan-jasa-sp/fintech/Pages/default.aspx; Bayindir, N., Trifonova, V., (2019) Mobile Payments: Examining the mobile payments industry and its impact on the financial sector, , Global Web Index; Boonsiritomachai, W., Pitchayadejanant, K., Determinants affecting mobile banking adoption by generation Y based on the Unified Theory of Acceptance and Use of Technology Model modified by the Technology Acceptance Model concept (2017) Kasetsart Journal of Social Sciences, pp. 1-10; Camilleri, M.A., Exploring the Behavioral Intention to Use e-Government Services: Validating the Unified Theory of Acceptance and Use of Technology (2019) 9th International Conference on Internet Technologies & Society, Lingnan University, Hong Kong, pp. 1-8. , Hong Kong: International Association for the Development of the Information Society; Chishti, S., Barberis, J., (2016) The FinTech Book, , Cornwall: Wiley; Ghozali, I., (2011) Aplikasi Analisis Multivariate Dengan Program SPSS, , Semarang: BP Universitas Diponegoro; (2019) Berapa Pengguna Media Sosial Indonesia?, , https://databoks.katadata.co.id/datapublish/2019/02/08/berapa-pengguna-media-sosial-indonesia, Februari 8; Khechine, H., Lakhal, S., Pascot, D., Bytha, A., UTAUT Model for Blended Learning: The Role of Gender and Age in the Intention to Use Webinars (2014) Interdisciplinary Journal of E-Learning and Learning Objects, pp. 33-52; Khechine, H., Lakhal, S., Pascot, D., Bytha, A., UTAUT Model for Blended Learning: The Role of Gender and Age in the Intention to Use Webinars (2014) Interdisciplinary Journal of E-Learning and Learning Objects, pp. 33-52; (2014) “Cashless Society“, Ketika UangFisikHilang dari DompetAnda, , https://ekonomi.kompas.com/read/2014/08/30/204444826/.Cashless.Society.Ketika.Uang.Fisik.Hilang.dari.Dompet.Anda, Edited by Heru Margianto. Agustus 30. Accessed Desember 2018; Lie´bana-Cabanillas, F., Sánchez-Fernández, J., Munˇoz-Leiva, F., Antecedents of the adoption of the new mobile payment systems: The moderating effect of age (2014) Computers in Human Behavior, 35, pp. 464-478; Magsamen-Conrad, K., Upadhyaya, S., Joa, C.Y., Dowd, J., Bridging the Divide: Using UTAUT to predict multigenerational tablet adoption practices (2015) Computers in Human Behavior, 1, pp. 186-196. , September; Min, Q., Shaobo, J., Gang, Q., Mobile Commerce User Acceptance Study in China: A Revised UTAUT Model (2008) Tsinghua Science and Technology, 13 (3), pp. 257-264; Mustaqim, R.N., Kusyanti, A., Aiyadita, H., Analisis Faktor-Faktor yang Memengaruhi Niat Penggunaan E-Commerce XYZ Menggunakan Model UTAUT (Unified Theory Acceptance and Use Of Technology) (2018) JurnalPengembangan Teknologi Informasi dan Ilmu Komputer, 2 (7), pp. 2584-2593; Mustaqim, R.N., Kusyanti, A., Aryadita, H., Analisis Faktor-Faktor yang Memengaruhi Niat Penggunaan E-Commerce XYZ Menggunakan Model UTAUT (2018) JurnalPengembangan Teknologi Informasi dan Ilmu Komputer, pp. 2584-2593; Oliveira, T., Thomas, M.A., Baptista, G., Campos, F., Mobile payment: Understanding the determinants of customer adoption and intention to recommend the technology (2016) Computers in Human Behavior, 61, pp. 404-414; Venkatesh, V., Thong, J.Y.L., Xu, X., Unified Theory of Acceptance and Use of Technology: A Synthesis and the Road Ahead (2016) Journal of the Association for Information Systems, 17 (5), pp. 328-376; Venkatesh, V., Morris, M.G., Davis, G., Davis, F.D., User Acceptance of Information Technology: Toward a Unified View (2003) MIS Quarterly, 27 (3), pp. 425-478",,,"BINGHAMTON UNIVERSITY;EATON Powering Business worldwide;Emirates;SIEMENS;UNIVERSITY of DERBY","IEOM Society","10th Annual International IEOM Conference, IEOM 2020","10 March 2020 through 12 March 2020",,142498,21698767,9781532359491; 9781532359514; 9781532359521,,,"English","Proc. Int. Conf. Ind. Eng. Oper. Manage.",Conference Paper,"Final","",Scopus,2-s2.0-85088989736
