Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Evi Steelyana W., Wirapradja H.W.","56820146500;56940875700;","Facing capital market integration for asean economic community, a comparative study between indonesia stock exchange (IDX) and Bursa Malaysia (BMKLCI)",2015,"Advanced Science Letters","21","5",,"1251","1255",,,"10.1166/asl.2015.5993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946093557&doi=10.1166%2fasl.2015.5993&partnerID=40&md5=afb6d3e65a0e432c62250f339ff9811f","Accounting Department, Bina Nusantara University, Jakarta, 11530, Indonesia","Evi Steelyana, W., Accounting Department, Bina Nusantara University, Jakarta, 11530, Indonesia; Wirapradja, H.W., Accounting Department, Bina Nusantara University, Jakarta, 11530, Indonesia","ASEAN Economic Community 2015 will affect stock markets condition among ASEAN countries. Some macroeconomics factors will give significant impact to stock market in each ASEAN countries. This paper will focus on comparing Indonesia Stock Exchange (IDX) and Bursa Malaysia (BMKLCI) with some development of capital markets during 2010–2013 in several macroeconomic factors such as: Inflation Rate, Interest Rates and Exchange Rates (USD). This study used Quantitative Method with Multiple Linear Regression Analysis and using secondary data from IDX and KLSE. In the end, this paper describes how stock market development condition and what factors are significantly affected most to Composite Stock Price Index in both Capital Market, Malaysia and Indonesia. © 2015 American Scientific Publishers. All rights reserved.","Asean economic community; Bursa malaysia (bmklci); Exchange rate; Indonesia stock exchange (idx); Inflation rate; Interest rate",,,,,,"(2008), http://aseanup.com/asean-infographics-population-market-economy/, Internet Accssed; Loh, J.L., (2014) Integrating Asia’s Capital Markets, , http://www.bis.org/review/r141117f.pdf, Deputy Managing Director of the Monetary Authority of Singapore, at the ASIFMA (Asia Securities Industry and Financial Markets) Annual Conference 2014 Developing Asia’s Capital Market Internet Accessed; (2009), http://www.oecd.org/countries/thailand/42709697.pdf, SEC Thailand and Chairman of ASEAN Capital Market Forum at the 2nd OECD Southeast Asia Regional Forum Internet Accessed; Vinayak, And Tonby, T., (2014) Understanding ASEAN: Seven Things You Need to Know, , http://www.mckinsey.com/insights/public_sector/understanding_asean_seven_things_you_need_to_know, Mckinsey Report, Internet Accessed; (2013) Southeast Asian Economic Outlook with Perspectives on China and India, , http://www.oecd.org/dev/asiapacific/2013%20SAEO%20concept%20note-18%20October.pdf","Evi Steelyana, W.; Accounting Department, Bina Nusantara UniversityIndonesia",,,"American Scientific Publishers",,,,,19366612,,,,"English","Adv. Sci. Lett.",Article,"Final","",Scopus,2-s2.0-84946093557
