Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Setiani E., Ce W.","57205023013;57203059123;","Text Classification Services Using Naïve Bayes for Bahasa Indonesia",2018,"Proceedings of 2018 International Conference on Information Management and Technology, ICIMTech 2018",,, 8528258,"361","366",,3,"10.1109/ICIMTech.2018.8528258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058336053&doi=10.1109%2fICIMTech.2018.8528258&partnerID=40&md5=48a0d4c7ada9eef378eb88f784b2a623","Information Systems Department, Bina Nusantara University, School of Information Systems, Jakarta, 11480, Indonesia","Setiani, E., Information Systems Department, Bina Nusantara University, School of Information Systems, Jakarta, 11480, Indonesia; Ce, W., Information Systems Department, Bina Nusantara University, School of Information Systems, Jakarta, 11480, Indonesia","Today, it is estimated that over 80% of data is unstructured and mostly in text format. Contributing to it is the rise of Internet usage and content from individuals, media, as well as academic, commercial, industrial, and financial organizations and corporations [2], [3], [11]. Thus, an indispensable need for text classification or categorization in order to distill information from this overwhelming amount of data. Additionally, as more corporations outsource their services, web services have become preferable due to its versatility and ease of integration to existing hardware and software. This project aims to create a reusable text classification service for Bahasa Indonesia, a language spoken by over 20 million people, yet any text processing for it is still uncommon, inaccessible, or costly. This text classifier will use Naïve Bayes Classification, a simple yet preferable method due to its computational simplicity and effectiveness. To test the functionalities and efficacy of the machine, the study used data from web articles, reaching an accuracy of 83.75%. © 2018 IEEE.","bahasa Indonesia; naïve bayes; text classification; web service","Classification (of information); Information management; Web services; Websites; Bayes classification; Financial organizations; Hardware and software; Indonesia; Internet usage; Text classification; Text classifiers; Text format; Text processing",,,,,"Wachsmuth, H., Text analysis pipelines (2015) Text Analysis Pipelines, pp. 19-53. , Cham Springer; Talib, R., Hanif, M.K., Ayesha, S., Fatima, F., Text mining: Techniques, applications and issues (2016) International Journal of Advanced Computer Science and Applications, 7 (11), pp. 414-418; Gupta, V., Lehal, G.S., A survey of text mining techniques and applications (2009) Journal of Emerging Technologies in Web Intelligence, 1 (1), pp. 60-76; Han, C., Paul, L., Carrer, M., Lee, W., Srivastav, A., (2009) U.S. Grant 7496637B2, , Washington, DC: U.S Patent and Trademark Office; Chaffey, D., Global social media research summary 2016 Global Social Media Statistics Summary 2016, , June 2016. [Online].Actionable Marketing Advice [Accessed 15 March 2018]; Raschka, S., Naive Bayes and Text Classification I-Introduction and Theory, , 4th ed. New York: Cornell University Library 2017 [Online] Cornell University Library [Accessed 20 April 2018]; WordCounter-Count Words & Correct Writing, 04-Apr-2017, , https://wordcounter.net/blog/2017/04/04/102966_word-count-list-howmany-words.html, Word Count List-How Many Words Your Text Should Have-Word Counter Blog [Accessed 27 February 2018]; Bernstein, J., TLDR: So just how short should your online article be? The Guardian, , https://www.theguardian.com/media-network/2015/jul/15/tldr-quartzassociated-press-Article-length, 15-Jul-2015 [Accessed 27 February 2018]; Winarti, T., Kerami, D., Lussiana, E.T.P., Sudiro, S.A., Improving stemming algorithm using morphological rules (2017) International Journal on Advanced Science, Engineering and Information Technology, 7 (5), pp. 1758-1764. , http://dx.doi.org/10.18517/ijaseit.7.5.1705; Widodo, P., Putra, J.A., Afiadi, S., Arifin, A.Z., Herumurti, D., Klasifikasi kategori dokumen berita berbahasa Indonesia dengan metode kategorisasi multi-label berbasis domain specific ontology (2016) Jurnal Ilmiah Teknologi Informasi Terapan, 2 (2), pp. 126-137; Hamzah, A., Klasifikasi teks dengan naïve bayes classifier (nbc) untuk pengelompokan teks berita dan abstract akademis Prosiding Seminar Nasional Aplikasi Sains & Teknologi (SNAST) Periode III, pp. 269-277. , November 2012. [Online]. repository.akprind.ac.id [Accessed 28 May 2018]; Arifin, Purnama, K.E., Classification of emotions in Indonesian texts using k-nn method International Journal of Information and Electronics Engineering, 2 (6), pp. 899-903. , November 2012. [Online] ijee.org/papers/237-L0028.pdf [Accessed 6 April 2018]; Harjanta, A.T.H., Preprocessing text untuk meminimalisir kata yang tidak berarti dalam proses text mining (2015) Jurnal Informatika Upgris, 1; Bakliwal, A., Patil, A., Arora, P., Varma, V., Towards enhanced opinion classification using nlp techniques (2011) Sentiment Analysis Where AI Meets Psychology (SAAIP), IJCNLP 2011, pp. 101-107; Sheng, Q.Z., Qiao, X., Vasilakos, A.V., Szabo, C., Bourne, S., Xu, X., Web services composition: A decades overview (2014) Information Sciences, pp. 218-238; Munzert, S., Rubba, C., Meißner, P., Nyhuis, D., (2014) Automated Data Collection with R: A Practical Guide to Web Scraping and Text Mining, , Google Books",,,"BINUS University;IEEE Indonesia Section","Institute of Electrical and Electronics Engineers Inc.","3rd International Conference on Information Management and Technology, ICIMTech 2018","3 September 2018 through 5 September 2018",,142373,,9781538658215,,,"English","Proc. Int. Conf. Inf. Manag. Technol., ICIMTech",Conference Paper,"Final","",Scopus,2-s2.0-85058336053
