Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hendarti H., Lisanti Y., Darmawan S.","56820207400;55014263900;56820010100;","Investment analysis of modeling website for marketing of cooperative with cost benefit analysis method",2015,"Advanced Science Letters","21","4",,"631","634",,,"10.1166/asl.2015.5888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940914537&doi=10.1166%2fasl.2015.5888&partnerID=40&md5=19730aee33a07700d5b04aab6b865011","School of Information System, Bina Nusantara University, Jakarta, 11480, Indonesia","Hendarti, H., School of Information System, Bina Nusantara University, Jakarta, 11480, Indonesia; Lisanti, Y., School of Information System, Bina Nusantara University, Jakarta, 11480, Indonesia; Darmawan, S., School of Information System, Bina Nusantara University, Jakarta, 11480, Indonesia","Country However this is not directly proportional to the huge number of people who use the services of the cooperative. To improve the competitiveness of cooperative, website that allows members/customers to search products and information related to cooperatives is made. Then, it analyzed using the method of making a website with 7 stages of internet marketing and the method of calculating the cost-benefit analysis to conduct an analysis of the investment value of the website creation. So far, Cooperative's marketing has been done conventionally. Cooperative has not been able to reach the online segment which has a larger market, so that Cooperatives can only serve customers who live close by. The result achieved from this design is a website that can be a place for cooperative in marketing their products. Website contains features that can help the cooper­ative to market their products and announce information like promos and other conveniences that can increase the profit earned by the cooperative. Investment of website projects are feasible based on the calculations of cost benefit and has surpassed the required standards (SD). © 2015 American Scientific Publishers. All rights reserved.","Cooperatives; Cost-benefit; Methods; Offline; Online; Website",,,,,,"Bardman, A., Greenberg, D., Vining, A., Weimer, D., (2012) Cost-Benefit Analysis Concepts and Practice, , 3rd edn, Prentice Hall, Pearson; Chaffey, D., Ellis-Chadwick, F., Mayer, R., Johnston, K., (2006) Internet Marketing: Strategy, Implementation, and Process, , Third edn, Prentice Hall, New Jersey; Hansen, D.R., Mowen, M.M., (2007) Managerial Accounting, , 8th edn, Thomson South-Western, USA; Mohammed, R.A., Fisher, R.J., Jaworski, B.J., Paddison, G.J., (2003) Internet Marketing: Building Advantage in a Network Economy, , 2nd edn, McGraw-Hill, New York; (2014) The Number of User Internet in Indonesia, , http://www.apjii.or.id, 8th July; Purwanti, Y., (2011) Researchers World, 3, p. 77; Rajan, P., Bala, M., (2013) Asian Journal of Research in Business Economics and Management, 2, p. 55; Satzinger, J.W., Jackson, R.B., Bur, S.D., (2005) Object Oriented Analysis and Design: With Unified Process, , Thomson Course Technology, USA; Stair, R.M., Reynolds, G.W., (2010) Principles of Information Systems, a Managerial Approach, , 9th edn, Course Technology, USA","Hendarti, H.; School of Information System, Bina Nusantara UniversityIndonesia",,,"American Scientific Publishers",,,,,19366612,,,,"English","Adv. Sci. Lett.",Article,"Final","",Scopus,2-s2.0-84940914537
