Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Noerlina, Wulandhari L.A., Arifin Y., Sasmoko, Ashari A.M.M., Alamsyah M., Kelvin, Soenarto H.","56623165900;35070806600;56979390200;56958616200;57200440836;56179812200;57200443506;57200440814;","Corruption system development based on Indonesia’s corruption perception index",2018,"ICIC Express Letters, Part B: Applications","9","2",,"155","162",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041355570&partnerID=40&md5=f300a52a97aa6c9c7540b8e0b76de977","Information System Department, School of Information System, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Primary Teacher Education Department, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Research Interest Group in Education Technology, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Psychology Department, Faculty of Humanities, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia","Noerlina, Information System Department, School of Information System, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Wulandhari, L.A., Computer Science Department, School of Computer Science, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Arifin, Y., Computer Science Department, School of Computer Science, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Sasmoko, Primary Teacher Education Department, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia, Research Interest Group in Education Technology, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Ashari, A.M.M., Computer Science Department, School of Computer Science, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Alamsyah, M., Computer Science Department, School of Computer Science, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Kelvin, Psychology Department, Faculty of Humanities, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia; Soenarto, H., Psychology Department, Faculty of Humanities, Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, PalmerahJakarta  11480, Indonesia","The purpose of this study is to develop the corruption system in Indonesia based on online news as it is considered to reflect Indonesia’s current condition. The government has an important role in economic growth. However, there are still many civil servants who abuse their positions to do corruption. The central government should pay more attention to each region to avoid corruption cases. For developing a mapping system, Naïve Bayes classifier is needed to classify news about corruption and non-corruption. N-Gram and Hash Table were used to map corruption cases based on Indonesia’s administrative territory. The experimental results showed that Naïve Bayes classification achieved 100% accuracy for training and testing. However, N-Gram and Hash Table achieved 85% accuracy for mapping the location of the article. © 2018 ICIC International.","Corruption; Corruption perception index; Indonesia; System development",,,,,,"(2014), http://www.worldbank.org/en/country/indonesia/overview; (2017), http://databank.worldbank.org/data/download/GDP.pdf; Noerlina, L.A.W., Sasmoko, A.M.M., Alamsyah, M., Corruption cases mapping based on Indonesia’s corruption perception index (2017) Journal of Physics: Conference Series, 801 (1); (2017), http://www.corruptionwatch.org.za/learn-about-corruption/what-is-corruption/our-definition-of-corruption; Siddique, M., Ghosh, R., (2014) Corruption, Good Governance and Economic Development: Contemporary Analysis and Case Studies, , World Scientific Publishing, Singapore; (2009), https://www.transparency.org/whatwedo/publication/the_anti_corruption_plain_language_guide; Shah, A., Schacter, M., Combinating corruption: Look before you leap (2004) Finance Development, 4, pp. 40-43; Mauro, P., Why Worry about Corruption? (1997) International Monetary Fund, , Washington, D.C; Sucahyo, Y.G., (2003) Data Mining Menggali Informasi Yang Terpendam, , Artikel Populer IlmuKomputer. com; Han, J., Pei, J., Kamber, M., (2011) Data Mining, , Concepts and Techniques, Morgan Kaufmann Publishers; Hoffer, J.A., Presco, M., Topi, H., (2012) Modern Database Management, , Pearson; Scherenk, M., (2007) Webbots, Spiders, and Screen Scrapers: A Guide to Developing Internet Agents with PHP/CURL, , No Starch Press, Inc., San Fransisco; Carlos, C., (2004) Effective Web Crawling, , Ph.D. Thesis, Department of Computer Science, University of Chile; Olson, D., Delen, D., (2008) Advanced Data Mining Techniques, , Springer Berlin Heidelberg, Berlin; Xhemali, D., Hinde, C.J., Stone, R.G., Naïve Bayes vs. Decision trees vs. neural networks in the classification of training web pages (2009) International Journal of Computer Science Issues, 4 (1), pp. 16-23; Gorunescu, F., (2011) Data Mining: Concepts, Models, and Techniques, , Springer, Berlin; Cavnar, W., Trenkle, J., N-Gram-based text categorization (1994) Proc. of the 3Rd Annual Symposium on Document Analysis and Information Retrieval; Cormen, T.H., Leiserson, C., Rivest, R., Stein, C., (2001) Introduction to Algorithms, , The MIT Press, Massachusetts; Malik, D., Dari konstruksi ke dekonstruksi: Refleksi atas pemberitaan televisi kita, Jurnal ISKI (2001) Pers Indonesia Era Transisi, 4",,,,"ICIC International",,,,,21852766,,,,"English","ICIC Express Lett Part B Appl.",Article,"Final","",Scopus,2-s2.0-85041355570
