Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Novianti E., Dennis, Valentinus, Oktaviandrie Y.F., Richard M., Hutagaol B.J., Fajar A.N., Retnowardhani A.","57209263206;57217029164;57216760388;57217028898;57216868294;57217028178;57188877288;55577317400;","SOA System for Commerce Transaction in Indonesia: I-HEMAT",2019,"Proceedings of the International Conference on Electrical Engineering and Informatics","2019-July",, 8988877,"365","368",,,"10.1109/ICEEI47359.2019.8988877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085867044&doi=10.1109%2fICEEI47359.2019.8988877&partnerID=40&md5=5aaf08a5c9fa2a72a075825109979c6a","Faculty of Engineering, Darma Persada University, Information System Department, Radin Inten II Street, Jakarta, Indonesia; BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia","Novianti, E., Faculty of Engineering, Darma Persada University, Information System Department, Radin Inten II Street, Jakarta, Indonesia; Dennis, BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia; Valentinus, BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia; Oktaviandrie, Y.F., BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia; Richard, M., BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia; Hutagaol, B.J., BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia; Fajar, A.N., BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia; Retnowardhani, A., BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Information Systems Management Department, Jakarta, 11480, Indonesia","Service Oriented Architecture (SOA) is a paradigm for organizing and utilizing distributed capabilities, SOA has been adapted as information technology to help selling and shopping activity in separate platform and complicated activity become one place. Customer in Indonesia looking for a best quality product with a lowest price, so we proposed SOA to build a website with a concept one stop shopping for people in Indonesia. It's helps customer to find a product, compare the product, searching for a promotion and also view the review from other people from social media and other platform. And it's help seller to promote their product, so their promotion can reach target customer. © 2019 IEEE.","E-Commerce Transaction; ESB; Service Oriented Architecture (SOA)","Information services; Sales; Indonesia; Lowest price; One stop; Quality product; Shopping activity; Social media; Service oriented architecture (SOA)",,,,,"Pandey, P., Pattnaik, P.K., Kumar, R., Survey: Soa architecture in cloud computing (2016) International Journal on Data Science and Technology, pp. 1-4; Basias, N., Themistocleous, M., Morabito, V., An investigation of benefits affecting soa adoption in e-banking (2014) International Journal of E-Education, E-Business, E-Management and E-Learning, 4 (3), pp. 174-179; Loya, S.R., Kawamoto, K., Kawamoto, K., Kawamoto, K., Service oriented architecture for clinical decision support: A systematic review and future directions (2014) Journal of Medical Systems, pp. 1-22; Pratminingsih, S.A., Lipuringtyas, C., Rimenta, T., Factors influencing customer (2012) International Journal of Trade, Economics and Finance, 4, pp. 104-110; Jung, K., Cho, Y.C., Lee, S., Online shoppers' response to price comparison sites (2014) Journal of Business Research, pp. 2079-2087; Santini, F.D.O., Sampaio, C.H., Perin, M.G., Vieira, V.A., An analysis of the influence of discount sales promotion in consumer buying intent and the moderating effects of attractiveness (2015) R. Adm., 50, pp. 416-431. , São Paulo; Sobihah, M., Mohamad, M., Ali, N.A.M., Ismail, W.Z.W., E-commerce service quality on customer satisfaction, belief and loyalty: A proposal (2015) Mediterranean Journal of Social Sciences, 6 (2), pp. 260-266; Hendrawan, R.A., Suryani, E., Oktavia, R., Evaluation of e-commerce product reviews based on structural, metadata, and readability characteristics (2017) 4th Information Systems International Conference 2017, pp. 280-286. , ISICO 2017, 6-8 November 2017, Bali, Indonesia; Siddiqui, S., Singh, T., Social media its impact with positive and negative (2016) International Journal of Computer Applications Technology and Research, pp. 71-75; Kumari, D.S., Big data and social media to improve (2016) International Journal of Computer Science and Mobile Computing, pp. 179-185; Bayera, H., Aksogana, M., Celikb, E., Kondilogluc, A., Big data mining and business intelligence trends (2017) Journal of Asian Business Strategy, pp. 23-33; Fölting, J., Daurer, S., Spann, M., Consumer preferences for product information and price comparison apps (2017) 13th International Conference on Wirtschaftsinformatik, pp. 1081-1095; Shanthakumari, S., Priyadarsini, K., A study on e-promotional strategies for e-marketing (2013) International Journal of Scientific Research and Management (IJSRM), pp. 426-434; Horch, A., Kett, H., Weisbecker, A., Mining e-commerce data from e-shop websites (2015) IEEE Trustcom/BigDataSE/ISPA, pp. 153-160; Lia, G., Shenb, Z., A middleware architecture for price comparison service on (2013) Information Technology and Quantitative Management, pp. 545-553; Ezenwoke, A., Misra, S., Adigun, M., An approach for e-commerce on-demand (2013) Acta Polytechnica Hungarica, 10, pp. 69-87; Baghdadi, Y., From e-commerce to social commerce: A framework to guide enabling cloud computing (2013) Journal of Theoretical and Applied Electronic Commerce Research, pp. 12-38; Fajar, A.N., Legowo, N., Services modeling based on soa and bpm for information system flexibility improvement (2018) International Journal of Electrical and Computer Engineering (IJECE), pp. 2451-2455",,,"IEEE Education Society Indonesia Chapter;IEEE Electron Devices Society Indonesia Chapter","Institute of Electrical and Electronics Engineers Inc.","7th International Conference on Electrical Engineering and Informatics, ICEEI 2019","9 July 2019 through 10 July 2019",,157587,21556830,9781728124186,,,"English","Proceeding Int. Conf. Electr. Eng. Inf., ICEEI",Conference Paper,"Final","",Scopus,2-s2.0-85085867044
