Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Scelen, Januar L., Fajar A.N.","57217121764;57217121047;57188877288;","Analysis of Soa Framework for Real Estate Industry",2020,"Journal of Physics: Conference Series","1500","1", 012097,"","",,,"10.1088/1742-6596/1500/1/012097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086327468&doi=10.1088%2f1742-6596%2f1500%2f1%2f012097&partnerID=40&md5=067d0650881580e75e32fcdfbf2e674a","Information Systems Management Department, BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Jakarta, 11480, Indonesia","Scelen, Information Systems Management Department, BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Jakarta, 11480, Indonesia; Januar, L., Information Systems Management Department, BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Jakarta, 11480, Indonesia; Fajar, A.N., Information Systems Management Department, BINUS Graduate Program-Master of Information Systems Management, Bina Nusantara University, Jakarta, 11480, Indonesia","This study focus to analysis business model for SOA framework implementation in property in real estate commerce. It cause of the improvement of revolution industry for support real estate industry. Although many of e-commerce has been support real estate industry, however there is a challenge to build SOA framework to improve it. Research method in this study is observe the phenomenon, literature review, and analysis business model with business canvas model. We proposed the business model and analysis system requirement of SOA framework to support real estate industry. We create recommendation to integrate the ecosystem in the real estate industry which is different and various platform and applications. It cause the integration is needed and to improve the seamless integration. © 2020 IOP Publishing Ltd. All rights reserved.","analysis; business model; integration; Real estate industry; SOA","Physics; Business modeling; Literature reviews; Real estate; Real estate industries; research methods; Seamless integration; Commerce",,,,,"Pandey, P., Pattnaik, P.K., Kumar, R., Survey: SOA Architecture in Cloud Computing (2016) International Journal on Data Science and Technology, 2 (1), pp. 1-4; Basias, N., Themistocleous, M., Morabito, V., An Investigation of Benefits Affecting SOA Adoption in e-Banking (2014) International Journal of E-Education, E-Business, E-Management and E-Learning, 4 (3), pp. 174-179; Loya, S.R., Kawamoto, K., Kawamoto, K., Kawamoto, K., Service Oriented Architecture for Clinical Decision Support: A Systematic Review and Future Directions (2014) Journal of Medical Systems, pp. 1-22; Isabelle, M., (2016) The Service Oriented Architecture Handbook; Laudon Kenneth, C., Carol Gucio, T., (2014) E-commerce 2014 Business, Tecnology, Society 10th Edition; Malekzadeh, B., (2010) Event-Driven Architecture and SOA in Collaboration; Rompas, B.R., (2012) APLIKASI LOCATION-BASED SERVICE PENCARIAN TEMPAT di KOTA MANADO BERBASIS ANDROID; De Oliveira, S.B., (2012) Information and Service-Oriented Architecture & Web Services: Enabling Integration and Organizational Agility",,,,"Institute of Physics Publishing","3rd Forum in Research, Science, and Technology International Conference, FIRST 2019","9 October 2019 through 10 October 2019",,160581,17426588,,,,"English","J. Phys. Conf. Ser.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85086327468
