Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Kurniawan Y., Fudiko H.","57211005053;56433550300;","Development of e-commerce website (A case study: Bali-Go.com)",2014,"International Journal of Software Engineering and its Applications","8","11",,"129","140",,,"10.14257/ijseia.2014.8.11.11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913592809&doi=10.14257%2fijseia.2014.8.11.11&partnerID=40&md5=d5ac03dc37fcf38a6425008e613208dd","Bina Nusantara University, Jakarta, 11480, Indonesia","Kurniawan, Y., Bina Nusantara University, Jakarta, 11480, Indonesia; Fudiko, H., Bina Nusantara University, Jakarta, 11480, Indonesia","The development of e-commerce website at PT. Wisnu Selaras Abadi, is expected to facilitate the customers to getting information about price and product promotion in the company, enabling customers to conduct online transactions, and help the company to compete with similar websites. So the e-commerce system will give the solution for the company's problem. The existing problems such as pricing, promotion, culinary, vacation packages, it can not serve as an online transaction. Methods of analysis and design systems for this paper based on unified process analysis using unified modeling language notation, data collection by direct interview with the Board of Commissioners, and literature study. By using the method above, it will help to achieve the company's goals which is the e-commerce website can complete the needs of the company and the customers. Thus, it can be concluded, the development of e-commerce can maximize sales, and with a large market share. © 2014 SERSC.","Development; e-commerce; Website",,,,,,"Rainer, R.K., Turban, E., Introduction to Information Systems: Supporting and Transforming Business (2009), John Wiley and Sons, New Jersey; Rainer, R.K., Watson, H., Management Information Systems Moving Business Forward (2012), John Wiley and Sons, New Jersey; O'Brien, J.A., Marakas, G.M., Introduction To Information System (2010), McGraw-Hill, New York; Research and Markets: B2C E-Commerce is gaining more ground world wide http://www.ystats.com/en/press/release.php?id=101; Growth of e-commerce http://www.emarketer.com; Satzinger, J.W., Jackson, R.B., Burd, S.D., Systems Analysis and Design in a Changing World (2012), Cengage Learning, Boston",,,,"Science and Engineering Research Support Society",,,,,17389984,,,,"English","Int. J. Softw. Eng. Appl.",Article,"Final","",Scopus,2-s2.0-84913592809
