Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Aryanto R., Trisnasari, Sarjono H., So I.G.","36781766900;56189056400;36783036500;56007500000;","Customer interface preferences to ecotourism destination website",2014,"Advanced Materials Research","905",,,"706","710",,2,"10.4028/www.scientific.net/AMR.905.706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901723848&doi=10.4028%2fwww.scientific.net%2fAMR.905.706&partnerID=40&md5=7805db6c9314fa05f0d36dc064a79a6e","Bina Nusantara University, Indonesia","Aryanto, R., Bina Nusantara University, Indonesia; Trisnasari, Bina Nusantara University, Indonesia; Sarjono, H., Bina Nusantara University, Indonesia; So, I.G., Bina Nusantara University, Indonesia","This study purpose was to investigate the customer interface combination preferences of tourist toward ecotourism destination website of Mt. Gede Pangrango National Park. Primary data resources obtained through the spread a questionnaire to youth tourists who several times visit this tourism destination and often observe its website. Data analysis techniques used is conjoint analysis. The results of this study show the customer interface attributes combination of preference base on 7 C framework are 1) Context of navigation, primary color, speed and layout. 2) Content attributes i.e. information, services, font, and picture. 3) Communication attribute are news letter, broadcast event, and contact placing. 4) Customization attribute of login and configuration. 5) Community group form. 6) Connection link to private management, government, NGO, private institution, community, related infrastructures. 7) Commerce attributes of registration consists of required preferences of user name, email address, and password combination. © (2014) Trans Tech Publications, Switzerland.","Customer interface; Ecotourism destination; Preferences; Website","Ecology; Electronics engineering; Websites; Community group; Conjoint analysis; Customer interfaces; Data analysis techniques; E-mail address; Ecotourism destinations; Preferences; Private institutions; Sales",,,,,"Jakkilinki, R., Sharda, N.A., Framework for Ontology-Based Tourism Application Generator (2010) Tourism Informatics, , New York. IGI Global; Pan, B., Fesenmaier, D., Online Information Search (2006) Annals of Tourism Research, 33 (3), pp. 809-832. , Elsevier; Buhalis, D., Marketing the competitive destination of the future (2000) Tourism Management, , Elsevier; Rayport, J.F., Jaworski, B.J., (2003) Introduction to E-Commerce, , 2nd ed. McGrawHill; Cho, H., Schwarz, N., Song, H., Images and Preferences. Visual Marketing: From Attention to Action (2008) Lawrence Erlbaum Associates, , Taylor & Francis Group. New York; Griffin, D., Liu, W., Kahn, U., A new look at constructed choice processes (2005) Marketing Letters, 16 (3-4), pp. 321-333; Reutterer, T., Kotzab, H.W., The use of conjoint analysis for measuring preferences in supply chain design (2000) Industrial Marketing Management, 29, pp. 27-35; Charles, V., Kumar, M., Anand, T., Conjoint Analysis and MDS Approach to Brand Improvement of an Aerosol Product (2011) Journal of CENTRUM Cathedra, 4 (1), pp. 27-43; Hair, J., Black, W., Babin, B., Anderson, R., (2010) Multivariate Data Analysis, , 7th Ed. Pearson Education; Santoso, S., (2010) Multivariate Statistic: Concept and SPSS Application, , Jakarta. Elex Media",,,"International Association for Scientific and High Technology;International Science and Engineering Research Center","Trans Tech Publications","3rd International Conference on Applied Materials and Electronics Engineering, AMEE 2014","26 April 2014 through 27 April 2014","Hong Kong",105433,10226680,9783038350583,,,"English","Adv. Mater. Res.",Conference Paper,"Final","",Scopus,2-s2.0-84901723848
