Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Weiyn J., Napitupulu T.A., Harisno","57195105637;36816282200;56820209900;","The relationship between the high usage of mobile chatting with M-commerce progress: A case of Indonesia",2017,"Proceedings - 11th 2016 International Conference on Knowledge, Information and Creativity Support Systems, KICSS 2016",,, 7951450,"","",,,"10.1109/KICSS.2016.7951450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025462780&doi=10.1109%2fKICSS.2016.7951450&partnerID=40&md5=ae9c6ca2c89a525319cf025d2d198864","School of Information System, Bina Nusantara University, Jakarta, Indonesia; Information Systems Management, Binus Graduate Program, Indonesia; Information Systems Management, Jakarta, Indonesia","Weiyn, J., School of Information System, Bina Nusantara University, Jakarta, Indonesia; Napitupulu, T.A., Information Systems Management, Binus Graduate Program, Indonesia; Harisno, Information Systems Management, Jakarta, Indonesia","The rapid advancement of information technology in today's digital era has made major changes and developments in shopping experience. Shopping online is a new trend of the market today in line with the development of technology. Mobile commerce is a new method of online shopping where purchasers can conduct transactions and direct purchase from a commerce portal through their handset. The purpose of this study is to discover why the large level of use of chat applications is not directly proportional to the growth of m-commerce in Indonesia. This study was empirical whereby questionnaires were distributed to mobile phone users who also use the chat application therein. The data collected in were further processed using regression model and with the help of SPSS application program. The results of this study indicated that IT infrastructure, level of people knowledge, and level of trust are the major factors that need to be considered and taken into account to develop an m-commerce-based effort by entrepreneurs and businesses Indonesia. © 2016 IEEE.","Information Technology; M-Commerce; Mobile Chatting","Application programs; Commerce; Information technology; Regression analysis; Surveys; Telephone sets; IT infrastructures; Level of use; M-commerce; Major factors; Mobile Chatting; Mobile-phone users; Online shopping; Regression model; Mobile commerce",,,,,"Frisca, Puspitasari, R., Setyady, S.T., Sari, Y., Sani, D.I.M., Analisis Efektivitas Pemasangan Iklan Pada Aplikasi Mobile Dan Faktor-Faktor Yang Memengaruhinya; Haag, S., Keen, P., (1996) Information Tecnology, Tommorow's Advantage Today, , McGraw-Hill; Joubert, J., Van Belle, J.-P., The Role of Trust and Risk in Mobile Commerce Adoption Within South Africa; Kaplan, A.M., Haenlein, M., Consumers, companies and virtual social worlds : A Qualitative analysis of second life (2009) Advances in Consumer Research; Dwitasari, M., Baridwan, Z., Faktor Determinan Minat Individu Menggunakan M-Commerce : Technology Acceptance Model Yang Dimodifikasi; Martin, E., (1999) Managing Information Technology What Managers Need to Know, , (3rd ed.). New Jersey : Perason Education International; Niranjanamurthy, M., Kavyashree, N., Jagannath, M.S., Analysis of ECommerce and M-Commerce: Advantages, Limitations and Security Issues; Mohd Daud, N., Fairuz Nizam Mohd Awal, M., Abu Bakar, A., Osman, A., Critical Success Factors of Mobile Commerce Usage in Higher Learning Institution in Malaysia; Raina, K., Harsh, A., (2001) M-Commerce : A Beginner's Guide, , Berkley. CA: Me-Graw-Hill; Williams, Sawyer, (2003) Using Information Technology, , Yogyakarta: Andi; www.empathic.marketing/apakah-m-commerce-akan-sukses-diindonesia/, [2015 Juli 10]; www.techinasia.com/mengapa-mcommerce-bisa-menjadi-resep-rahasiabagi-aplikasi-chatting, [2015 Juli 5]; www.wearesocial.com/uk/blog/2015/03/digital-social-mobile-apac-2015, [2015 Juli 5]; Puri, Y., Syaefullah, R., Determinan Minat Penggunaan Mobile Commerce Pada Pengguna Smartphone Merek X",,,"","Institute of Electrical and Electronics Engineers Inc.","11th International Conference on Knowledge, Information and Creativity Support Systems, KICSS 2016","10 November 2016 through 11 November 2016",,128387,,9781509051304,,,"English","Proc. - Int. Conf. Knowl., Inf. Creativity Support Syst., KICSS",Conference Paper,"Final","",Scopus,2-s2.0-85025462780
