Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hakim L., Haryanti A.","57213652011;57209224796;","Role of public relations of the regional secretariats in building the image of Bekasi District government in the public eyes",2019,"International Journal of Scientific and Technology Research","8","8",,"175","180",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071750694&partnerID=40&md5=d86a295a0944aefcdf4301f2141947b4","Communication Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","Hakim, L., Communication Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Haryanti, A., Communication Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","This study aims to analyze and be able to find out the Role of Regional Secretariat Public Relations in Building the Image of Bekasi District Government in the Public Eye. Efforts made by the Public Relations Secretariat of the Bekasi District Government through various types of publications, genres of community approaches, managing documentation, and obstacles that exist in carrying out public relations tasks. The research method used is descriptive qualitative to obtain valid data according to the results Data collection techniques in the form of semi-structured interviews, observations made since the internship, and documentation. The results of this study show that the Role of the Regional Secretariat Public Relations in Building the Image of the Bekasi District Government in the Public Eye through the operational standards of government public relations. © 2019, International Journal of Scientific and Technology Research. All rights reserved.","Government Public Relations; Image of Bekasi Regency Government; Role of Public Relations Regional Secretariat",,,,,,"Web Resmi Humas Dan Protokol Kabupaten Bekasi; Sugiyono, S., (2016) Metode Penelitian Kuantitatif, Kualitatif, Dan R&D, , Bandung: Alfabeta; Moleong, L.J., (2007) Metodologi Penelitian Kualitatif, , Bandung: PT Remaja Rosdakarya; Faisal, S., (1989) Format-Format Penelitian Sosial; Ardianto, E., (2011) Handbook of Public Relations. Bandung: Simbiosa Rekatama Media; Ruslan, R., (2010) Manajemen Public Relations Dan Media Komunikasi, , 10th ed. Jakarta: Raja Grafindo Persada",,,,"International Journal of Scientific and Technology Research",,,,,22778616,,,,"English","Int. J. Sci. Technol. Res.",Article,"Final","",Scopus,2-s2.0-85071750694
