Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Saleh A.A., Endramanto V., Wang G.","57216747194;57216756931;57214836304;","Gamification for recruitment: A new tool to attract talent",2020,"International Journal of Advanced Trends in Computer Science and Engineering","9","2",,"963","968",,,"10.30534/ijatcse/2020/09922020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084472859&doi=10.30534%2fijatcse%2f2020%2f09922020&partnerID=40&md5=6ccf44811fbd36a587fd035f0486ef27","Information Systems Management Department, BINUS, Information System Bina Nusantara University, Jakarta, 11480, Indonesia","Saleh, A.A., Information Systems Management Department, BINUS, Information System Bina Nusantara University, Jakarta, 11480, Indonesia; Endramanto, V., Information Systems Management Department, BINUS, Information System Bina Nusantara University, Jakarta, 11480, Indonesia; Wang, G., Information Systems Management Department, BINUS, Information System Bina Nusantara University, Jakarta, 11480, Indonesia","At present, the recruitment process has had a new form, which is initially self-managed to be managed by another party or initially managed manually now digitally managed. Recruitment application is a form of digitalization of the recruitment process. Millennial generation as a potential recruitment object, most of their lives are inseparable from Games. To attract the best talent from this generation into the company, a recruitment application is packaged with the concept of gamification with the aim that by playing a gamification application, the company can attract the best talent and talent can also show interest and show their abilities more pleasantly. © 2020, World Academy of Research in Science and Engineering. All rights reserved.","Attract; Gamification; Millenial; Recruitment; Talent",,,,,,"Mardianto, A., (2014) Recruitment Management Optimizing Recruitment Strategy, , Jakarta: Pinasthika Publisher; Deterding, S., Dixon, D., Khaled, R., Nacke, L., From game design elements to gamefulness: Defining gamification (2011) Proc. 15Th Int. Acad. Mindtrek Conf. Envisioning Futur. Media Environ. Mindtrek, pp. 9-15. , https://doi.org/10.1145/2181037.2181040https://doi.org/10.1145/2181037.2181040; Saha, D., Pandita, D., Digitalizing human resources through gamification for employee engagement ELK Asia Pacific Journals, 4; Meena, R., Ganesan, P., GAMIFICATION: A NEW TOOL FOR RECRUITMENT International Journal of Advance and Innovative Research, , no. January, 2020; Joy, M.M., (2017) An Investigation into Gamification as a Tool for Enhancing Recruitment Process; Fetzer, M., Serious Games for Talent Selection and Development (2015) TIP Ind. Psychol, 52 (3), p. 117; Hunicke, R., Leblanc, M., Zubek, R., MDA: A formal approach to game design and game research (2004) AAAI Work.-Tech. Rep, pp. 1-5",,,,"World Academy of Research in Science and Engineering",,,,,22783091,,,,"English","Int. J. Adv. Trends Comput. Sci. Eng.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85084472859
