Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Deviana L., Muslikhin M.","57210882915;57210885126;","The influence of indian drama in TV on behaviour of fashion imitation of housewives",2019,"International Journal of Scientific and Technology Research","8","8",,"200","202",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071752819&partnerID=40&md5=fa942f0108ffb0db5a11149bc414e258","Communication Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","Deviana, L., Communication Department, Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Muslikhin, M., Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","Research Objectives, to find out whether or not the influence of Indian Drama Impressions in the Antv on Fashion Imitation Behaviour of Housewives in Cipadu Tangerang Village and to find out how big the influence is. The research method used in this research is quantitative method by giving questionnaires to respondents to get research results. The results of the research are presented with tables and numbers that represent the answers of each respondent. The Results Achieved, which Indian Drama Impressions have an influence on the Imitation Fashion Behaviour of 43.2%. The conclusions of Indian Drama show 43.2% of Imitation Fashion Behaviour, the remaining 56.8% are influenced by other factors which are not discussed further in this research. © 2019, International Journal of Scientific and Technology Research. All rights reserved.","Behaviour; Imitation Fashion; Indian Drama",,,,,,"Ardianto, K., (2012) Bandung: Simbiosa Rekatama Media, , Bandung: Simbiosa Rekatama Media; Soenarto, R., (2007) Metode Penelitian Kuantitatif, , Jakarta: FFTV-IKJ Press; Griffin, G., (2004) Komitmen Organisasi, , Jakarta: Erlangga; Ahmadi, A., (2007) Psikologi Sosial, , Jakarta: Rineka Cipta",,,,"International Journal of Scientific and Technology Research",,,,,22778616,,,,"English","Int. J. Sci. Technol. Res.",Article,"Final","",Scopus,2-s2.0-85071752819
