Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Warnars D.T.S., Putra L.P., Logiansa, Warnars H.L.H.S., Utomo W.H.","57215926303;57215929456;57215926610;57219696428;36171000200;","Intelligent E-commerce for Special Needs",2019,"2019 7th International Conference on Cyber and IT Service Management, CITSM 2019",,, 8965341,"","",,,"10.1109/CITSM47753.2019.8965341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082400930&doi=10.1109%2fCITSM47753.2019.8965341&partnerID=40&md5=d911ab900bcde3683de0023347707299","School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; BINUS Graduate Program, Doctor of Computer Science, Bina Nusantara University, Computer Science Department, Jakarta, 11480, Indonesia; Department of Magister Science of Information Technology, Faculty of Computing President University, Bekasi, 17550, Indonesia","Warnars, D.T.S., School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Putra, L.P., School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Logiansa, School of Information Systems, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Warnars, H.L.H.S., BINUS Graduate Program, Doctor of Computer Science, Bina Nusantara University, Computer Science Department, Jakarta, 11480, Indonesia; Utomo, W.H., Department of Magister Science of Information Technology, Faculty of Computing President University, Bekasi, 17550, Indonesia","Special need is a person who need assistance for their disabilities which include medical, physical, mental or psychological such as person with autism, down syndrome, dyslexia, Attention Deficit Hyperactivity Disorder (ADHD), multiple sclerosis, schizophrenia, cystic fibrosis, cerebral palsy, muscular dystrophy, blindness, deafness, epilepsy, chronic asthma and so on. In this proposed research idea about intelligent E-commerce for special needs, we limited to four types of difficulties such as hearing difficulty, vision difficulty, language difficulty, and learning difficulty. In this paper, we interest in those special needs persons who can use e-commerce and how to model a system that can help them to joy and easy to join with e-commerce. For some, this intelligent e-commerce is not only for shopping only but will become part of their healing for special needs in order to engage with daily human activities and increase their daily confidence in life. This paper also a preliminary investigation that can be used for Ph.D. or Doctoral research degree who is interested in building e-commerce framework for people with a special need or disability. © 2019 IEEE.","E-commerce for disabled; E-commerce for special need; Intelligent E-commerce","Audition; Diseases; Attention deficit hyperactivity disorder; Doctoral research; Human activities; Learning difficulties; Multiple sclerosis; Muscular dystrophy; Special needs; Vision difficulties; Electronic commerce",,,,,"Larschan, L., (2017) 7 Applications of Machine Learning in E-Commerce, , http://www.granify.com/blog/powerful-applications-of-machinelearning-in-e-commerce, October 04, access from, on March 21 2019; Magrabi, A., (2016) Top 5 Machine Learning Applications for ECommerce, , http://techblog.commercetools.com/top-5-machine-learningapplications-for-e-commerce-268eb1c89607, November 10, access from, on April 04 2019; (2011) Online Fraud Protection, , http://www.techopedia.com/definition/26414/online-fraudprotection, Technopedia, November 11, access from, on March 24 2019; Marketing, B., (2012) What Is Search Engine Ranking, , http://www.brickmarketing.com/define-search-engineranking.htm, March 11, access from, on March 24 2019; Victoria, S., (2015) 10 Types of Product Recommendation That Increase Conversions Used by the Best Ecommerce Websites, , http://blog.exitbee.com/10-types-of-productrecommendation-that-increase-conversions-used-by-the-bestecommerce-websites, December 22, access from, on March 28 2019; Linden, G., Smith, B., York, J., (2003) Amazon.com Recommendations, , January-February, accessed on 03 June 2018; Pryznt, R., (2017) Predicting Sales from the Language of Product Descriptions, , http://nlp.stanford.edu/pubs/pryzant2017sigir.pdf, access from, on April 28 2019; Harsoor, A.S., (2015) FORECAST of SALES of WALMART STORE USING BIG DATA APPLICATIONS, , http://pdfs.semanticscholar.org/ed03/e6a1f4fb6fe0b185938e45ef69dc64b4bb69.pdf, June, access from, on May 13 2019; (2015) Amazon Machine Learning, , http://docs.aws.amazon.com/machinelearning/latest/dg/machinelearning-dg.pdf, Amazon, April 9, access from, on April 28 2019; (2015) Internet of Things: New Promises for Persons with Disabilities, , Cooperation with AT&T, July, access from g3ict.org/download/p/fileId-1025/productId-335, on July 10 2018; Grubbs, J.K., Brice, B.R., Jennings, S.E., Americans with disabilities act and e-commerce target corporation and beyond (2012) Southern Law Journal, 22, pp. 89-115; Short, E., E-commerce and the americans with disabilities act: Failing to extend the ada to the internet in access now vs. Southwest airlines (2003) Oklahoma Journal of Law and Technology, 6; Sohaib, O., Kang, K., Assessing web content accessibility for ecommerce websites for people with disabilities (2016) 25th Int. Conf. on Information Systems Development (ISD2016), , Poland; Kouroupetroglou, G., Mitsopoulos, E., (2000) Speech-enabled E-Commerce for Disabled and Elderly Persons, COST 219 Seminar Speech and Hearing Technology, pp. 72-94. , Cottbus, Germany, Nov 22; Sohaib, O., Lu, H., Hussain, W., Internet of thing (iot) in ecommerce (2017) 12th IEEE Conference on Industrial Electronics and Applications (ICIEA), , Siem Reap, Cambodia 18-20 June; Hussain, M.A., Ahsan, K., Iqbal, S., Nadeem, A., Sarim, M., Assisting disabled persons in online shopping: A knowledge-based process model (2016) Journal of Basic & Applied Sciences, 12, pp. 23-31; Sohaib, O., Kang, K., Assessing web content accessibility of ecommerce websites for people with disabilities (2016) 25th International Conference on Information Systems Development (isd2016 Poland; Sohaib, O., Kang, K., (2017) E-Commerce Web Accessibility for People with Disabilities, , Springer Int. Publishing Switzerland; Gouchowski, J., Complexity in Information Systems Development, Lecture Notes in Information Systems and Organisation, 22; Aichner, T., Shaltoni, A.M., Marketing of specialized products and services to consumers with disabilities: Exploring the role of advertising, country-of-origin, and e-commerce (2017) The International Review of Retail, Distribution and Consumer Research, 28 (2), pp. 115-136; Yu, R., (2016) Research on Teleworking of Urban Disabled Persons, International Conference on Contemporary Education, Social Sciences, and Humanities (ICCESSH 2016",,,,"Institute of Electrical and Electronics Engineers Inc.","7th International Conference on Cyber and IT Service Management, CITSM 2019","6 November 2019 through 7 November 2019",,157081,,9781728129099,,,"English","Int. Conf. Cyber IT Serv. Manag., CITSM",Conference Paper,"Final","",Scopus,2-s2.0-85082400930
