Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Noerlina, Simamora B.H., So I.G., Mursitama T.N., Angelina F., Prasetya J., Stevani J.","56623165900;55927425400;56007500000;15758253200;57211391790;57211387000;57211396933;","Improving employee retention using path analysis at e-commerce company in Indonesia",2019,"International Journal of Recent Technology and Engineering","8","3",,"1382","1386",,,"10.35940/ijrte.B3506.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073719800&doi=10.35940%2fijrte.B3506.098319&partnerID=40&md5=91968797eab4fd7838e5343a83dbd4f4","Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Management Department, BINUS Business School, Bina Nusantara University, Jakarta, 11480, Indonesia; International Relations Department, Faculty of Humanities, Bina Nusantara University, Jakarta, 11480, Indonesia","Noerlina, Information Systems Department, School of Information Systems, Bina Nusantara University, Jakarta, 11480, Indonesia; Simamora, B.H., Management Department, BINUS Business School, Bina Nusantara University, Jakarta, 11480, Indonesia; So, I.G., Management Department, BINUS Business School, Bina Nusantara University, Jakarta, 11480, Indonesia; Mursitama, T.N., International Relations Department, Faculty of Humanities, Bina Nusantara University, Jakarta, 11480, Indonesia; Angelina, F., International Relations Department, Faculty of Humanities, Bina Nusantara University, Jakarta, 11480, Indonesia; Prasetya, J., International Relations Department, Faculty of Humanities, Bina Nusantara University, Jakarta, 11480, Indonesia; Stevani, J., International Relations Department, Faculty of Humanities, Bina Nusantara University, Jakarta, 11480, Indonesia","To keep best talent to stay in the organization, managing human capital is an important part to compete with competitors through its people. The purpose of this study was to determine the influence of training and development, compensation, and performance appraisal toward turnover intention through organizational commitment so that employee retention improvement can be suggested. Methods of data collection used in this study is through questionnaires distributed to 117 office employees. Data analysis method used in this research is path analysis. The result of this study showed that training and development, compensation, performance appraisal, and organizational commitment have significant influence toward turnover intention simultaneously and individually. The way to improve employee retention recommendation are discussed. © BEIESP.","Compensation; Organizational Commitment; Performance Appraisal; Training Development; Turnover Intention",,,,,,"Snell, S.A., Bohlander, G.W., Managing Human Resources (2014) Cengage Learning”; Dessler, G., (2016) Human Resource Management”, , 15th Edition, United Kingdom: Pearson; Omotayo, O.A., S, P., Adenike, A.A., Compensation Management and Organizational Commitment in Developing Economies: Indian Perspective (2014) Acme Intellects International Journal of Research in Management, Social Sciences & Technology, 8 (8), pp. 68-80; Surveys, C., (2016) 2015 Turnover Rates by Industry, , http://www.compensationforce.com/2016/04/2015-turnover-rates-byindustry.html, September 25, Retrieved from Compensation Force; Verhees, J.M.A., (2012) The Relationship between Training and Employees’ Turnover Intentions and the Role of Organizational Commitment”, , Master Thesis. Tilburg University, Netherlands; A’Yuninnisa, R.N., Saptoto, R., The effects of pay satisfaction and affective commitment on turnover intention (2015) International Journal of Research Studies in Psychology, 4 (2), pp. 57-70; Hong, E.N., Hao, L.Z., Kumar, R., Ramendran, C., Kadiresan, V., An Effectiveness of Human Resource Management Practices on Employee Retention in Institute of Higher learning (2012) International Journal of Business Research and Management, 3 (2), pp. 60-79; Khan, N., Ahmed, S.F., Ibrahim, M., Shahid, K.M., Impact of On-Job Training on Performance of Telecommunication Industry (2012) Journal of Social and Development Sciences, 3 (2), pp. 47-58; Yani, M., Manajemen Sumber Daya Manusia” (2012) Jakarta: Mitra Wacana Media; Khan, R.I., Compensation Management: A strategic conduit towards achieving employee retention and Job Satisfaction in Banking Sector of Pakistan (2011) International Journal of Human Resource Studies, 1 (1), pp. 89-97; Seniwoliba, J.A., Assessing the Performance Appraisal Concept of The Local Government Service in Ghana (2014) African Journal of Business Management, 8 (15), pp. 599-611; Frimpomaa, P., (2014) An Evaluation of Employees Satisfaction with Performance Appraisal System: A Case Study of Vodafone Ghana, , KumasiAdum and Accra-Head Office)”. Ghana; Prabhakar, G.V., Ram, P., Antecedent HRM Practices for Organizational Commitment (2011) International Journal of Business and Social Science, 2 (2), pp. 55-62; Madi, M., Jarad, I.A., Alqahtani, A.M., Employees' perception and organizational commitment: A study on the banking sector in Gaza, Palestine (2012) International Journal of Business and Social Science, 3 (16), pp. 299-312; Oluwafemi, O.J., Predictors of Turnover Intention Among Employees in Nigerias Oil Industry (2013) Organizations & Markets in Emerging Economies, 4 (2), pp. 42-63; Khawaldeh, K., Muala, A., Ziadat, M., Antecedents and Mediator of Turnover Intention amongst Employees in Private Communications Sector in Jordan: A Structural Equation Modeling (SEM) Approach (2014) Journal of Management and Sustainability, 4 (3), pp. 135-144; Widiyanto, M.A., Statistika Terapan (2013) Jakarta: PT Elex Media Komputindo”; (2016) E-Commerce Market Indonesia: Online Retail Growing Strongly, , https://www.indonesia-investments.com/news/todays-headlines/e-commerce-market-indonesia-online-retail-growing-strongly/item7179, Retrieved from",,,,"Blue Eyes Intelligence Engineering and Sciences Publication",,,,,22773878,,,,"English","Int. J. Recent Technol. Eng.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073719800
