Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Prameswari A.A., Mahestu G.","57210883426;57205342373;","The effect of brand image on customer satisfaction in pizza hut Alam Sutera (quantitative study on Bina Nusantara University student batch 2018-2021)",2019,"International Journal of Scientific and Technology Research","8","8",,"346","351",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071753175&partnerID=40&md5=bf083b006b0e45a2bb86b310f610fe57","Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","Prameswari, A.A., Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia; Mahestu, G., Faculty of Economics and Communication, Bina Nusantara University, Jakarta, 11480, Indonesia","The purpose of this study is to examine is there influence of brand image to customer satisfaction on Pizza Hut Alam Sutera. The approach used in this research is quantitative approach with explanative type and the method for data collection used in this research is survey by distributing questionnaires to students of Bina Nusantara Alam Sutera University with 100 respondents. The result of this research shows that there is influence of brand image to customer satisfaction with result of equal to 67,3% with unidirectional relationship. So, it can be concluded that the brand image has a strong influence on customer satisfaction. © 2019, International Journal of Scientific and Technology Research. All rights reserved.","Brand image; Customer satisfaction; Quantitative Explanative",,,,,,"Lodge, B., Dere, C., (1993) Organizational Behavior and Design, , Jakarta: Gramedia; Jefkins, F., (2003) Public Relations, , Jakarta: Erlangga; Keller, K.L., (2013) Strategic Brand Management: Building, Measuring, and Managing Brand Equity, , 4th ed. Jakarta: Pearson Education, Inc; Kriyantono, R., (2015) Teknik Praktis Riset Komunikasi, , Jakarta: Kencana Prenada Media Group; Sugiyono, S., (2015) Metode Penelitian Kuantitatif, Kualitatif Dan R&D, , Bandung: Alfabeta; Komalasari, K., (2011) Pembelajaran Kontekstual Konsep Dan Aplikasi, , Bandung: PT Refika Aditama Komputindo; Sekaran, U., Bougie, R., (2013) Research Methods for Business, , West Sussex: John Wiley & Sons, Ltd",,,,"International Journal of Scientific and Technology Research",,,,,22778616,,,,"English","Int. J. Sci. Technol. Res.",Article,"Final","",Scopus,2-s2.0-85071753175
