Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Subakti A.G., Pratomo A., Triana I., Khrisnanto I.","57193741609;57201351357;57210813284;57201351125;","Site attraction as a representation of heritage tourism: Case study of Gunung Padang Site, Cianjur, West - Java",2018,"IOP Conference Series: Earth and Environmental Science","126","1", 012084,"","",,,"10.1088/1755-1315/126/1/012084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044401267&doi=10.1088%2f1755-1315%2f126%2f1%2f012084&partnerID=40&md5=81ee24924771c41142f0124f851d7e01","Hotel Management Department, Faculty of Economics and Communication, Universitas Bina Nusantara, Jakarta, 11480, Indonesia; Management Department, BINUS Business School, Undergraduate Program, Universitas Bina Nusantara, Jakarta, 11480, Indonesia","Subakti, A.G., Hotel Management Department, Faculty of Economics and Communication, Universitas Bina Nusantara, Jakarta, 11480, Indonesia; Pratomo, A., Hotel Management Department, Faculty of Economics and Communication, Universitas Bina Nusantara, Jakarta, 11480, Indonesia; Triana, I., Management Department, BINUS Business School, Undergraduate Program, Universitas Bina Nusantara, Jakarta, 11480, Indonesia; Khrisnanto, I., Hotel Management Department, Faculty of Economics and Communication, Universitas Bina Nusantara, Jakarta, 11480, Indonesia","Heritage Tourism is used for experiencing the heritage of city, region, state or country. This travel enables the tourist to learn about local customs, traditions, history and culture. One of the tourist attractions in Cianjur, where an ancient historical megalithic site named Situs Gunung Padang could be found. Situs Gunung Padang which consists of five terraces and five levels, completely built stones. This site is the largest megalithic site in Southeast Asia. There is an enormous tourism potential owned by this site because it expresses and preserving ancient Sundanese cultural in the megalithic era. But the potential of this site seems haven't made as a tourist attraction compared with Borobudur or Prambanan Temple. The purpose of this research is to analyze the existence of Gunung Padang site as a heritage tourism with SWOT approach to discover what factors need to be repaired. The result of this research is showing that Gunung Padang site has a huge potential if the regional governments and the locals can contribute to preserve and making this site as a tourist attraction. © Published under licence by IOP Publishing Ltd.",,"Five levels; Heritage tourisms; Regional government; Southeast Asia; Tourist attractions; West javas; History",,,,,"Abdelati, M., Benur, B.B., Tourism Management (2015) Tourism Product Development and Product Diversificatio in Destinations, pp. 213-224; Amir Ghorbani, V.R., Tourism Management Perspectives (2015) Ecotourism Sustainable Development Strategies Using SWOT and QSPM Model: A Case Study of Kaji Namakzar Wetland, South Khorasan Province, Iran, pp. 290-297; Anita Reihanian, N.Z., Tourism Management Perspectives (2012) Sustainable Tourism Development Strategy by SWOT Analysis: Boujagh National Park, Iran, pp. 223-228; David, J., Telfer, R.S., (2016) Tourism and Development in the Developing World, , (New York: Routledge); Dinas, P., Barat Kebudayaan Provinsi, J., (2013) Situs Gunung Padang; Hsin-Jung, H., Procedia Environmental Sciences (2013) The Linkage Analysis of Environmental Impact of Tourism Industry, pp. 658-665; Morrison, A.M., (2013) Marketing and Managing Tourism Destinations, , (New York: Routledge); Md Samsul Alam, S.R., Annals of Tourism Research (2017) The Dynamic Role of Tourism Investment on Tourism Development and CO2 Emisions; Philip Kotler, R.B., (2016) The Quintessence of Strategic Management: What You Really Need to Know to Survive in Business, , (Berlin: Springer Heidelberg); Sugiyono, (2014) Metode Penelitian Bisnis, , (Bandung: Alfabeta); Susan Horner, J.S., (2016) Consumer Behaviour in Tourism, , (New York: Routledge); Seth, C., (2015) The SWOT Analysis: A Key Tool for Developing Your Business Strategy, , (Lemaitre: Lemaitre Publishing); Zhang, X.M., Energy Procedia (2012) Research on the Development Strategies of Rural Tourism in Suzhou Based on SWOT Analysis, pp. 1295-1299",,,"","Institute of Physics Publishing","4th International Conference on Friendly City 2017","11 October 2017 through 12 October 2017",,135340,17551307,,,,"English","IOP Conf. Ser. Earth Environ. Sci.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85044401267
