Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Girsang A.S., Muliono Y., Fanny F.","55513277600;57202954985;57202956428;","Fast artificial bee colony for clustering",2018,"Informatica (Slovenia)","42","2",,"211","219",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049958593&partnerID=40&md5=f0ce0fa19023e77e7938a420370fd249","Computer Science Department, BINUS Graduate Program-Master of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia","Girsang, A.S., Computer Science Department, BINUS Graduate Program-Master of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Muliono, Y., Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Fanny, F., Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia","Artificial Bee Colony (ABC) is one of good heuristic intelligent algorithm to solve optimization problem including clustering. Generally, the heuristic algorithm will take the high computation time to solve optimization problem. Likewise, ABC also consumes too much time to solve clustering problem. This paper intends solving clustering problem using ABC with focusing reduction computation time called FABCC. This idea proposes detecting the pattern of redundant process then compacting it to effective process to diminish the computation process. There are five data sets to be used to prove the performance of FABCC. The results shows that FABCC is effective to prune the duration process up to 46.58 %. © 2018 Slovene Society Informatika. All rights reserved.","Artificial bee colony; Clustering; Fast ABC; Redundant process","Heuristic algorithms; Optimization; Artificial bee colonies; Artificial bee colonies (ABC); Clustering; Clustering problems; Fast ABC; Intelligent Algorithms; Optimization problems; Reduction computations; Problem solving",,,,,"Jain, K., Murty, M.N., Flynn, P.J., Data clustering: A review (1999) ACM Comput. Surv, 31 (3), pp. 264-323; Yang, Y., Kamel, M., Clustering ensemble using swarm intelligence (2003) Swarm Intell. Symp 2003. SIS '03. Proc. 2003, pp. 65-71. , IEEE; Zhang, T., Ramakrishnan, R., Livny, M., Birch: An efficient data clustering method for very large databases (1996) Proc. 1996 ACM SIGMOD Int. Conf. Manag. Data, 1, pp. 103-114; Akay, B., Karaboga, D., A modified artificial bee colony algorithm for real-parameter optimization (2012) Inf. Sci. (Ny), 192, pp. 120-142; Ouaarab, A., Ahiod, B., Yang, X.-S., Discrete cuckoo search algorithm for the travelling salesman problem (2013) Neural Comput. Appl, 24 (7-8), pp. 1659-1669; Chen, S.-M., Chien, C.-Y., Solving the traveling salesman problem based on the genetic simulated annealing ant colony system with particle swarm optimization techniques (2011) Expert Syst. Appl, 38 (12), pp. 14439-14450; Zhang, C., Ouyang, D., Ning, J., An artificial bee colony approach for clustering (2010) Expert Syst. Appl, 37 (7), pp. 4761-4767; Karaboga, D., Ozturk, C., A novel clustering approach: Artificial bee colony (abc) algorithm (2011) Appl. Soft Comput, 11 (1), pp. 652-657; Goel, S., Sharma, A., Bedi, P., Cuckoo search clustering algorithm: A novel strategy of biomimicry (2011) 2011 World Congr. Inf. Commun. Technol, pp. 916-921; Rana, S., Jasola, S., Kumar, R., A review on particle swarm optimization algorithms and their applications to data clustering (2011) Artif. Intell. Rev, 35 (3), pp. 211-222; Huang, C.-L., Huang, W.-C., Chang, H.-Y., Yeh, Y.-C., Tsai, C.-Y., Hybridization strategies for continuous ant colony optimization and particle swarm optimization applied to data clustering (2013) Appl. Soft Comput, 13 (9), pp. 3864-3872; Storn, R., Price, K., Differential evolution-a simple and efficient heuristic for global optimization over continuous spaces (1997) J. Glob. Optim, pp. 341-359; Girsang, A.S., Tsai, C.-W., Yang, C.-S., A fast bee colony optimization for traveling salesman problem (2012) 2012 Third Int. Conf. Innov. Bio-Inspired Comput. Appl, 1 (C), pp. 7-12; Lu, Y., Lu, S., Fotouhi, F., Deng, Y., Brown, S., Fgka: A fast genetic k-means clustering algorithm (2004) Proc 2004 ACM ..., pp. 1-2; David, K.D., Goldberg, E., A Comparative Analysis of Selection Schemes Used in Genetic Algorithms; Han, J., Kamber, M., Data mining: Concepts and techniques (2006) Ann. Phys. (N. Y), 54, p. 770; Kanungo, T., Mount, D.M., Netanyahu, N.S., Piatko, C.D., Silverman, R., Wu, Y., An efficient k-means clustering algorithm: Analysis and implementation (2002) IEEE Trans. Pattern Anal. Mach. Intell, 24 (7), pp. 881-892; Hartigan, J., Wong, M., Algorithm as 136: A k-means clustering algorithm (1979) Appl. Stat, 28 (1), pp. 100-108; Karaboga, D., Basturk, B., A powerful and efficient algorithm for numerical function optimization: Artificial bee colony (abc) algorithm (2007) J. Glob. Optim, 39 (3), pp. 459-471; Karaboga, D., Gorkemli, B., Ozturk, C., Karaboga, N., A comprehensive survey: Artificial bee colony (abc) algorithm and applications (2014) Artif. Intell. Rev, 42 (1), pp. 21-57; Karaboga, D., Basturk, B., On the performance of artificial bee colony (abc) algorithm (2008) Appl. Soft Comput, 8 (1), pp. 687-697",,,,"Slovene Society Informatika",,,,,03505596,,INFOF,,"English","Informatica",Article,"Final","",Scopus,2-s2.0-85049958593
