Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Surjandy, Fernando E., Meyliana, Eni Y., Joya A., Dharma D.F.S.","57194546265;57189355900;57203859161;56180271300;57212199463;57212195026;","Data privacy factor of female passenger's data in Indonesia online transportation system",2019,"2019 6th International Conference on Information Technology, Computer and Electrical Engineering, ICITACEE 2019",,, 8904440,"","",,,"10.1109/ICITACEE.2019.8904440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076155814&doi=10.1109%2fICITACEE.2019.8904440&partnerID=40&md5=d597e81fd3d66afc41ed5a8c93db7240","School of Information System, Bina Nusantara University, Information System Audit Program, Information Systems Department, Jakarta, 11480, Indonesia; Binus Business School Undergraduate Program, Bina Nusantara University, Management Department, Jakarta, 11480, Indonesia; School of Information System, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia","Surjandy, School of Information System, Bina Nusantara University, Information System Audit Program, Information Systems Department, Jakarta, 11480, Indonesia; Fernando, E., School of Information System, Bina Nusantara University, Information System Audit Program, Information Systems Department, Jakarta, 11480, Indonesia; Meyliana, School of Information System, Bina Nusantara University, Information System Audit Program, Information Systems Department, Jakarta, 11480, Indonesia; Eni, Y., Binus Business School Undergraduate Program, Bina Nusantara University, Management Department, Jakarta, 11480, Indonesia; Joya, A., School of Information System, Bina Nusantara University, Information Systems Department, Jakarta, 11480, Indonesia; Dharma, D.F.S., School of Information System, Bina Nusantara University, Information System Audit Program, Information Systems Department, Jakarta, 11480, Indonesia","Online Transportation System rapidly growing in Indonesia contemporary. Several researches performed and reported that passenger of online mostly female. However, the passenger data very valuable and monetized, the transaction of selling account offer online. Therefore, the research will explore the data privacy factor of female passenger online transportation system. The study conducted by using SPSS Tools with correlation bivariate technique to explain the correlation of data privacy factor with the female passenger background. The 408 respondent of female online transportation passenger. The research found 8 correlations factor between background respondent and data privacy. The 8 correlations factor found become the novelty of this research, and it will be valuable for future research. © 2019 IEEE.","Female passenger data; Online transportation system data privacy; Passenger data privacy; Quantitative method; SPSS Bivariate","Computer science; Computers; Electrical engineering; Mathematical techniques; Bivariate; Female passenger data; Indonesia; Quantitative method; Transportation system; Data privacy",,,,,"(2016), https://tekno.kompas.com/read/2016/07/23/19090077/Akun.Pelanggan.Go-Jek.Banyak.Dijual.di.Facebook, Deliusno 'Akun Pelanggan Go-Jek Banyak Dijual di Facebook-Kompas.com'tekno.kompas.com, [Online]. Available, [Accessed: 16-Mar-2019; Setyowati, D., (2019), https://katadata.co.id/berita/2019/01/30/aplikasi-gojek-disebut-lebih-banyak-dicurangi-ketimbang-grab, Aplikasi Gojek Disebut Lebih Banyak Dicurangi Ketimbang Grab | Katadata News, katadata.co.id, [Online]. Available, [Accessed: 16-Mar-2019; Surjandy, E.F., Savina, G., Listyo, P., Tirtamulia, L.M., Technology Risk in Financial Technology at Online Transportation Systems (2018) 2018 International Conference on Information Management and Technology ICIMTech, pp. 149-154. , no. December 2017; Surjandy, E.F., Meyliana, I.S.E., Mt, A.M.T., The Safe and Trust factors of Mobile Transportation System for user behavior in Indonesia (2018) 2018 International Seminar on Research of Information Technology and Intelligent Systems, pp. 449-452; Tri Haryanto, A., (2017), https://inet.detik.com/cyberlife/d-3496233/mayoritas-pengguna-go-jek-perempuan-single.[Accessed:17-Sep-2018, Mayoritas Pengguna Go-Jek Perempuan Single, detik.com, [Online]; Surjandy, Julisar, Is Social Media Used as Social Activities or Academic Activities? (2016) 2016 International Conference on Information Management and Technolgy ICIMTech, pp. 130-134. , November; Surjandy, A.H., Chandra, Y.U., The Smartphone for Disseminating of Fake News by the University Students Game Player (2017) 2017 International Conference on Information Management and Technology (ICIMTech, pp. 14-18. , November; Cramer, B.J., Krueger, A.B., (2016) 'Disruptive Change in the Taxi Business?: The Case of Uber †, 106 (5), pp. 177-182; Henten, A.H., Windekilde, I.M., (2016) 'Transaction Costs and the Sharing Economy' Info, 18 (1), pp. 1-15; Universitas, F., Nurhidayah, P.J., Universitas, F., Alkarim, P.J., DOMINATION of TRANSPORTATION NETWORK COMPANIES (TNCs) in Indonesia: AN IndonesiaN CASE (2017) Int. J. Business, Econ. Law, 12 (3), pp. 11-20; Fernando, E., (2018) User Behavior Adopt Utilizing FinTech Services on Online Transportation in Indonesia (Scale Validation and Developed Instrument), pp. 114-118. , no. September; Fida Rahman, A., (2018), https://inet.detik.com/business/d-4200921/dibilang-kalah-jauh-dari-go-jek-ini-komentar-grab, Dibilang Kalah Jauh dari Go-Jek Ini Komentar Grab, detik.com, [Online]. Available, [Accessed: 10-Feb-2019; Cohen, J., (2013) Statistical Power Analysis for the Behavioral Sciences, , 2nd ed, Routledge; Jensen, C., Potts, C., Jensen, C., Privacy practices of Internet users: Self-reports versus observed behavior (2005) Int. J. Hum. Comput. Stud, 63 (1-2), pp. 203-227; Fogel, J., Nehmad, E., Internet social network communities: Risk taking, trust, and privacy concerns (2009) Comput. Human Behav, 25 (1), pp. 153-160; (2006), http://www.marketresearchworld.net, DJS Research Ltd, 'What is Causal Research?, http://www.marketresearchworld.net/content/view/799/64/ [Online]. Available, [Accessed: 13-May-2019; (2006), www.marketresearch.net, DJS Research Ltd, 'What is Causal Research?, http://www.marketresearchworld.net/content/view/799/64/ [Online]. Available, [Accessed: 25-Mar-2019; http://www.businessdictionary.com/definition/causal-research.html, 'What is causal research? definition and meaning-BusinessDictionary.com, businessdictionary.com. [Online]. Available, [Accessed: 25-Mar-2019",,,"Department of Computer Engineering, Diponegoro University","Institute of Electrical and Electronics Engineers Inc.","6th International Conference on Information Technology, Computer and Electrical Engineering, ICITACEE 2019","26 September 2019 through 27 September 2019",,155026,,9781728126890,,,"English","Int. Conf. Inf. Technol., Comput. Electr. Eng., ICITACEE",Conference Paper,"Final","",Scopus,2-s2.0-85076155814
