Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Johan S.K.","57194545778;","Greetings!",2017,"Proceedings of 2016 International Conference on Information Management and Technology, ICIMTech 2016",,, 7930287,"","",,,"10.1109/ICIMTech.2016.7930287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020738447&doi=10.1109%2fICIMTech.2016.7930287&partnerID=40&md5=d31f309cb73df40716386f0a34d1389c","School of Information Systems, Binus University, Indonesia","Johan, S.K., School of Information Systems, Binus University, Indonesia",[No abstract available],,,,,,,,"Johan, S.K.; School of Information Systems, Indonesia",,"BINUS Univerity;IEEE Indonesia Section;Wiley","Institute of Electrical and Electronics Engineers Inc.","2016 International Conference on Information Management and Technology, ICIMTech 2016","16 November 2016 through 18 November 2016",,127842,,9781509033522,,,"English","Proc. Int. Conf. Inf. Manag. Technol., ICIMTech",Editorial,"Final","",Scopus,2-s2.0-85020738447
