Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Manufacturers,Funding Details,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Umar A., Sasongko A.H., Aguzman G., Sugiharto","57203261732;57203266393;57203266771;57203264667;","Business model canvas as a solution for competing strategy of small business in Indonesia",2018,"International Journal of Entrepreneurship","22","1",,"","",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051087104&partnerID=40&md5=1623c2336fd9bb1b5d3dd32ab01359d8","Bina Nusantara University, Indonesia","Umar, A., Bina Nusantara University, Indonesia; Sasongko, A.H., Bina Nusantara University, Indonesia; Aguzman, G., Bina Nusantara University, Indonesia; Sugiharto, Bina Nusantara University, Indonesia","The development of small and medium enterprises in Indonesia is increasing, in addition by the support provided by the government as well as the universities which involve in supporting entrepreneurship whole fully. This particular Small Business can stand even in a crisis and critical situation compare to the big companies. Meanwhile, as the number of Small Business with the same business type increases, the competition will be even tighter and it can cause loss and bankruptcy. In order to face the competition, a strategy is needed in facing the competitor. The strategy is using business model canvas. Yet, before using business model canvas, the Small Business must be able to recognize its position in the marketing strategy, either as a market leader or market follower. Once they found their position in the market, they should prepare a marketing mix, which is a standard strategy that is necessarily a business should have. This particular study is conducted based on library review, observation and interview with several Small Businesses. The business owners expect to have a strategy in facing the tight competition. © 2018, Allied Business Academies. All rights reserved.","Business model canvas; Competitive advantage; Small and medium enterprises; Small business",,,,,,"Alma, B., (2004) Manajemen Pemasaran Dan Pemasaran Jasa, , Bandung: Alfabeta; Bungin, B., (2007) Penelitian Kualitatif, , Jakarta: Prenada Media Group; Burns, P., (2011) Entrprneurship and Small Business-Start Up, Gowth and Maturity, , 3rd ed. London: Palgrave; Hansen, B., Hamilton, T., Factors Distinguishig small firm growers and non-growers (2011) International Small Business Journal, 29 (5), p. 278; Kotlerkeller, P., (2007) Manajemen Pemasaran: Analisis, Perencanaan, Implementasi Dan Pengendalian, , Jakarta: Prentice Hall, Salemba Empat; Lang, K., Massie, J., Ogi, I., Strategi Menciptakan Daya Saing Nilai Produk Usaha Mikro di Manado (Studi Kasus UD Kloeman Bakery) (2015) Jurnal Berkala Ilmiah Efisiensi, 15 (15); Li, H.H.J., Tan, K.H., SMEs a business growth model: A medium to big effort (2004) Journal Management and Entreprise Development, 1 (3), p. 195; Osterwalder, A., Pigneur, Y., (2010) Business Model Generation, , New Jersey: John Wily & Sons. Inc; Ritchie, G., Komo, L.W., Ngugi, I.K., Key Success Factors of Small Business (2013) Journal Business and Globalisation, 11 (1), p. 86; Scheers, L.V., Radipere, S., Perceptions of small business owners on managerial skills: Problems in business development in South Africa (2005) World Review of Science, Technology and Sustainable Development, 2 (3); Setijawibawa, M., Evaluasi model bisnis pada perusahaan X menggunakan business model canvas (2015) Agora, 3 (1); (2010) Metode Penelitian Pendidikan Pendekatan Kuantitaf, Kualitatif Dan R&D, , Bandung: Alfabeta; Tjiptono, F., (2005) Pemasaran Jasa, , Malang: BayuMedia; Thomas, G., (2011) How to Do Your Case Study, , London: Sage; Yin, R.K., (2009) Case Study Research: Design and Method, , 4th ed. London: Sage; Yulianto, A., Kajian Internet Marketing sebagai Salah satu Media Pemasaran Industri Perhotelan (2015) Journal Khasanah Ilmu, 6 (1)",,,,"Allied Business Academies",,,,,10999264,,,,"English","Int. J. Enterp.",Article,"Final","",Scopus,2-s2.0-85051087104
